items,count,total,rnd,customer,age,city,paymentType
"whole milk,sliced cheese,domestic eggs,artif. sweetener,bottled water,soda,shopping bags",7,968,8,Rania,37,Dakahlia,Cash
"frankfurter,rolls/buns",2,706,8,Rania,37,Dakahlia,Cash
"tropical fruit,newspapers",2,2190,8,Rania,37,Dakahlia,Cash
hamburger meat,1,1951,8,Rania,37,Dakahlia,Cash
"whole milk,whipped/sour cream,baking powder",3,1193,8,Rania,37,Dakahlia,Credit
"tropical fruit,oil,cat food",3,701,8,Rania,37,Dakahlia,Credit
"pork,whole milk,curd,yogurt,whipped/sour cream,cream cheese ,domestic eggs,white bread,sugar,baking powder,coffee,cocoa drinks,salty snack,waffles,candy,napkins",16,219,8,Rania,37,Dakahlia,Credit
"beef,tropical fruit,onions,other vegetables,whole milk,butter,curd,butter milk,yogurt,domestic eggs,white bread,pastry,shopping bags",13,2427,8,Rania,37,Dakahlia,Cash
"root vegetables,other vegetables,cream cheese ,pasta,oil,margarine,salty snack,pot plants",8,460,8,Rania,37,Dakahlia,Cash
chewing gum,1,2000,8,Rania,37,Dakahlia,Cash
"chicken,beef,whole milk,curd,brown bread,pastry,sauces,pickled vegetables,bottled water,soda,salty snack,waffles,specialty bar,napkins,light bulbs",15,2081,8,Rania,37,Dakahlia,Credit
"citrus fruit,whole milk,butter,dessert,UHT-milk,flower (seeds),shopping bags",7,2127,8,Rania,37,Dakahlia,Credit
"frankfurter,sausage,UHT-milk,frozen meals,frozen dessert,domestic eggs,rolls/buns,pastry,mustard,coffee",10,1521,8,Rania,37,Dakahlia,Cash
"tropical fruit,other vegetables,whole milk,curd,whipped/sour cream,bottled beer",6,802,8,Rania,37,Dakahlia,Credit
misc. beverages,1,2173,8,Rania,37,Dakahlia,Cash
"frankfurter,tropical fruit,cream cheese ,rolls/buns,fruit/vegetable juice,kitchen towels,newspapers",7,1052,8,Rania,37,Dakahlia,Cash
"citrus fruit,bottled water,red/blush wine,photo/film",4,1955,8,Rania,37,Dakahlia,Credit
"other vegetables,curd,yogurt,pickled vegetables,bottled water",5,381,8,Rania,37,Dakahlia,Credit
"beef,hamburger meat,other vegetables,rolls/buns,brown bread,bottled water,soda,bottled beer,canned beer",9,2355,8,Rania,37,Dakahlia,Cash
"pork,root vegetables,other vegetables,specialty fat,sugar,baking powder,cat food,salty snack,waffles,shopping bags",10,892,8,Rania,37,Dakahlia,Credit
"finished products,other vegetables,whole milk,whipped/sour cream,margarine,cereals,soda,salty snack",8,2208,8,Rania,37,Dakahlia,Cash
"pork,beef,citrus fruit,berries,root vegetables,other vegetables,whole milk,yogurt,cream cheese ,vinegar,oil,cat food,specialty chocolate,detergent,dish cleaner,abrasive cleaner,cleaner,hygiene articles,shopping bags",19,2007,8,Rania,37,Dakahlia,Credit
bottled water,1,501,8,Rania,37,Dakahlia,Cash
"pork,root vegetables,whole milk,curd,whipped/sour cream,rolls/buns,white bread,canned vegetables,soda,cleaner",10,2182,8,Rania,37,Dakahlia,Cash
"oil,dental care,newspapers",3,851,8,Rania,37,Dakahlia,Credit
"chicken,pork,root vegetables,onions,packaged fruit/vegetables,butter,hard cheese,salt,bottled water,bottled beer",10,2121,8,Rania,37,Dakahlia,Credit
"sausage,organic sausage,citrus fruit,berries,yogurt,whipped/sour cream,domestic eggs,rolls/buns,canned vegetables,salty snack,newspapers",11,713,8,Rania,37,Dakahlia,Credit
"root vegetables,other vegetables,yogurt",3,119,8,Rania,37,Dakahlia,Cash
"soda,fruit/vegetable juice",2,2471,8,Rania,37,Dakahlia,Cash
"whole milk,white bread,pastry",3,633,8,Rania,37,Dakahlia,Cash
canned beer,1,650,8,Rania,37,Dakahlia,Cash
"meat,yogurt",2,1888,8,Rania,37,Dakahlia,Cash
whipped/sour cream,1,1639,8,Rania,37,Dakahlia,Credit
"whole milk,yogurt",2,2169,8,Rania,37,Dakahlia,Credit
"liver loaf,tropical fruit,pip fruit,grapes,whole milk,curd,whipped/sour cream,frozen vegetables,baking powder",9,1342,8,Rania,37,Dakahlia,Cash
"sausage,hamburger meat,citrus fruit,root vegetables,whole milk,yogurt,rolls/buns",7,2002,8,Rania,37,Dakahlia,Cash
"turkey,citrus fruit,tropical fruit,grapes,root vegetables,onions,other vegetables,rolls/buns,brown bread,pastry,pickled vegetables,jam,cat food,fruit/vegetable juice,napkins",15,2001,8,Rania,37,Dakahlia,Cash
"whipped/sour cream,flower (seeds)",2,2481,8,Rania,37,Dakahlia,Cash
waffles,1,1214,8,Rania,37,Dakahlia,Credit
"whole milk,frozen vegetables,fruit/vegetable juice,long life bakery product",4,178,8,Rania,37,Dakahlia,Cash
"pip fruit,other vegetables",2,1945,8,Rania,37,Dakahlia,Cash
"frankfurter,frozen dessert,white wine,chewing gum,shopping bags",5,2361,8,Rania,37,Dakahlia,Cash
whole milk,1,1443,8,Rania,37,Dakahlia,Credit
"pork,onions,other vegetables,bottled beer",4,834,8,Rania,37,Dakahlia,Credit
"rolls/buns,margarine",2,1234,8,Rania,37,Dakahlia,Credit
"frankfurter,pork,pip fruit",3,1139,8,Rania,37,Dakahlia,Cash
canned beer,1,1599,8,Rania,37,Dakahlia,Credit
sausage,1,301,8,Rania,37,Dakahlia,Credit
"tropical fruit,berries,root vegetables,other vegetables,yogurt,rolls/buns,shopping bags",7,1550,8,Rania,37,Dakahlia,Credit
"ham,rolls/buns",2,2021,8,Rania,37,Dakahlia,Credit
"butter,cleaner",2,375,8,Rania,37,Dakahlia,Credit
"pip fruit,butter,curd,chocolate",4,1629,8,Rania,37,Dakahlia,Cash
long life bakery product,1,1104,8,Rania,37,Dakahlia,Cash
"rolls/buns,soda,specialty bar,candy,newspapers",5,2306,8,Rania,37,Dakahlia,Credit
canned beer,1,2254,8,Rania,37,Dakahlia,Cash
"chicken,hamburger meat,pip fruit,onions,other vegetables,whole milk,butter,yogurt,whipped/sour cream,white bread,long life bakery product,chocolate",12,757,8,Rania,37,Dakahlia,Credit
canned beer,1,1281,8,Rania,37,Dakahlia,Credit
"grapes,whole milk,white wine,dishes,newspapers",5,492,8,Rania,37,Dakahlia,Credit
"beverages,pastry",2,965,8,Rania,37,Dakahlia,Cash
"sausage,meat,pip fruit,other vegetables,yogurt,rolls/buns,brown bread,bottled water,soda,fruit/vegetable juice,newspapers",11,952,8,Rania,37,Dakahlia,Credit
whole milk,1,2151,8,Rania,37,Dakahlia,Cash
"tropical fruit,whole milk,cream cheese ,frozen vegetables,rolls/buns,chocolate,candy,pot plants",8,1683,8,Rania,37,Dakahlia,Cash
"chicken,beef,whole milk,bottled water,newspapers",5,1357,8,Rania,37,Dakahlia,Credit
soda,1,1932,8,Rania,37,Dakahlia,Cash
"other vegetables,whole milk,frozen potato products,rolls/buns,pasta,instant coffee,soda,fruit/vegetable juice,bottled beer,cake bar,seasonal products",11,1742,8,Rania,37,Dakahlia,Cash
"ham,bottled water,soda",3,967,8,Rania,37,Dakahlia,Credit
"sausage,pip fruit,whole milk,rolls/buns,flour,oil,soda",7,1781,8,Rania,37,Dakahlia,Credit
"root vegetables,whole milk,yogurt",3,614,8,Rania,37,Dakahlia,Credit
"ice cream,roll products ,Instant food products,coffee,candles",5,2440,8,Rania,37,Dakahlia,Credit
hygiene articles,1,1417,8,Rania,37,Dakahlia,Credit
"onions,rolls/buns",2,817,8,Rania,37,Dakahlia,Credit
"pork,other vegetables,whipped/sour cream",3,249,8,Rania,37,Dakahlia,Cash
"mustard,soda,fruit/vegetable juice",3,271,8,Rania,37,Dakahlia,Cash
flour,1,2123,8,Rania,37,Dakahlia,Cash
salty snack,1,2130,8,Rania,37,Dakahlia,Credit
canned beer,1,1284,8,Rania,37,Dakahlia,Cash
"sausage,rolls/buns,soda",3,306,8,Rania,37,Dakahlia,Credit
"rolls/buns,canned beer",2,391,8,Rania,37,Dakahlia,Credit
"pork,whole milk,rolls/buns,artif. sweetener,baking powder,specialty chocolate,house keeping products,newspapers",8,2024,8,Rania,37,Dakahlia,Cash
"citrus fruit,whole milk,whipped/sour cream,rolls/buns,pastry",5,2368,8,Rania,37,Dakahlia,Credit
"bottled beer,canned beer",2,1560,8,Rania,37,Dakahlia,Credit
"sausage,whole milk,bottled beer",3,2299,8,Rania,37,Dakahlia,Credit
"cream cheese ,white bread,sweet spreads,cat food,coffee,syrup,specialty bar",7,2299,8,Rania,37,Dakahlia,Credit
"pip fruit,nuts/prunes,curd,frozen dessert,sweet spreads,light bulbs",6,1866,8,Rania,37,Dakahlia,Credit
"sausage,meat,other vegetables,curd,sliced cheese,domestic eggs,rolls/buns,pastry,cat food,bottled water,soda,newspapers,shopping bags",13,460,8,Rania,37,Dakahlia,Cash
ham,1,129,8,Rania,37,Dakahlia,Credit
light bulbs,1,1361,8,Rania,37,Dakahlia,Credit
soda,1,1468,8,Rania,37,Dakahlia,Cash
"other vegetables,white bread,margarine,canned beer,rum",5,961,8,Rania,37,Dakahlia,Cash
"root vegetables,bottled water,bottled beer",3,1758,8,Rania,37,Dakahlia,Credit
"pork,cat food",2,363,8,Rania,37,Dakahlia,Cash
"sausage,pip fruit,other vegetables,yogurt,mustard,fruit/vegetable juice,shopping bags",7,496,8,Rania,37,Dakahlia,Cash
"citrus fruit,tropical fruit,whole milk,butter milk,beverages,soda,shopping bags",7,2047,8,Rania,37,Dakahlia,Credit
"ice cream,frozen dessert,salty snack",3,220,8,Rania,37,Dakahlia,Cash
"whole milk,yogurt,oil,bottled water,bottled beer,salty snack,specialty chocolate",7,768,8,Rania,37,Dakahlia,Credit
"citrus fruit,flour,pasta,margarine,sugar,baking powder,soda",7,601,8,Rania,37,Dakahlia,Credit
"pork,other vegetables,whole milk,canned fish,coffee,specialty bar,candy",7,1267,8,Rania,37,Dakahlia,Cash
"frankfurter,sausage,other vegetables,brown bread,flour,bottled water,candy",7,441,8,Rania,37,Dakahlia,Credit
"whole milk,pastry",2,1965,8,Rania,37,Dakahlia,Credit
"beef,root vegetables,other vegetables,whipped/sour cream",4,2263,8,Rania,37,Dakahlia,Cash
"pip fruit,yogurt",2,2140,8,Rania,37,Dakahlia,Cash
"whole milk,yogurt,frozen potato products,brown bread,napkins",5,119,8,Rania,37,Dakahlia,Credit
"sausage,ham,chicken,turkey,cake bar",5,2211,8,Rania,37,Dakahlia,Credit
mustard,1,1931,8,Rania,37,Dakahlia,Credit
"sausage,pork,soda",3,195,8,Rania,37,Dakahlia,Cash
"sausage,other vegetables",2,397,8,Rania,37,Dakahlia,Cash
butter,1,744,8,Rania,37,Dakahlia,Cash
"other vegetables,oil",2,1453,8,Rania,37,Dakahlia,Credit
other vegetables,1,863,8,Rania,37,Dakahlia,Cash
"frankfurter,sausage,chicken,other vegetables,frozen meals,salt,sugar,soups,coffee,chewing gum,male cosmetics,hygiene articles,napkins,light bulbs",14,1341,8,Rania,37,Dakahlia,Credit
"frankfurter,tropical fruit,root vegetables,whole milk,butter,curd,yogurt",7,1589,8,Rania,37,Dakahlia,Credit
"yogurt,rolls/buns,meat spreads,soda",4,1713,8,Rania,37,Dakahlia,Credit
long life bakery product,1,2441,8,Rania,37,Dakahlia,Cash
"pastry,mustard,bottled beer",3,1522,8,Rania,37,Dakahlia,Cash
"dessert,rolls/buns,sugar,bottled water",4,1999,8,Rania,37,Dakahlia,Credit
"pip fruit,whole milk,domestic eggs",3,1161,8,Rania,37,Dakahlia,Cash
"chicken,pip fruit,whole milk,pastry,coffee",5,341,8,Rania,37,Dakahlia,Cash
"ham,hamburger meat,other vegetables,whole milk,curd,mayonnaise,domestic eggs,rolls/buns,margarine",9,1765,8,Rania,37,Dakahlia,Credit
"condensed milk,coffee",2,284,8,Rania,37,Dakahlia,Cash
"dental care,male cosmetics",2,1469,8,Rania,37,Dakahlia,Credit
"whole milk,pastry,soda",3,1884,8,Rania,37,Dakahlia,Cash
"citrus fruit,soda,misc. beverages,canned beer,chocolate,specialty chocolate,candy,shopping bags",8,1172,8,Rania,37,Dakahlia,Credit
"frankfurter,sausage,other vegetables,whole milk,butter,curd,dessert,yogurt,brown bread,pastry,waffles,chocolate,dishes",13,548,8,Rania,37,Dakahlia,Cash
"chicken,UHT-milk,frozen vegetables,ice cream,pickled vegetables,bottled beer,newspapers,shopping bags",8,1017,8,Rania,37,Dakahlia,Cash
photo/film,1,1112,8,Rania,37,Dakahlia,Cash
"hamburger meat,hard cheese,pasta,canned vegetables",4,2466,8,Rania,37,Dakahlia,Cash
"sausage,meat,pork,root vegetables,other vegetables,sliced cheese,margarine,cat food,coffee,dental care",10,785,8,Rania,37,Dakahlia,Credit
photo/film,1,2158,8,Rania,37,Dakahlia,Cash
"sausage,finished products,beverages,domestic eggs,pastry,salty snack",6,1446,8,Rania,37,Dakahlia,Cash
"tropical fruit,domestic eggs,newspapers",3,770,8,Rania,37,Dakahlia,Cash
"meat,citrus fruit,root vegetables,whole milk,dessert,yogurt,waffles,detergent",8,2413,8,Rania,37,Dakahlia,Credit
"frankfurter,curd,semi-finished bread",3,680,8,Rania,37,Dakahlia,Cash
"white bread,canned beer",2,622,8,Rania,37,Dakahlia,Credit
"frankfurter,root vegetables,bottled beer,shopping bags",4,2391,8,Rania,37,Dakahlia,Cash
"cream cheese ,rolls/buns,candy,shopping bags",4,301,8,Rania,37,Dakahlia,Credit
"butter,yogurt,rolls/buns,detergent,shopping bags",5,1854,8,Rania,37,Dakahlia,Credit
"sausage,whole milk,domestic eggs,rolls/buns,fruit/vegetable juice,light bulbs",6,2295,8,Rania,37,Dakahlia,Credit
meat,1,478,8,Rania,37,Dakahlia,Credit
"citrus fruit,tropical fruit,brown bread,napkins",4,330,8,Rania,37,Dakahlia,Credit
"pork,root vegetables,onions,bottled water,soda",5,2338,8,Rania,37,Dakahlia,Credit
"root vegetables,whole milk,roll products ",3,1341,8,Rania,37,Dakahlia,Cash
"pork,root vegetables,other vegetables,whole milk,butter,whipped/sour cream,processed cheese,domestic eggs,rolls/buns,white bread,pastry,jam,soda,waffles,candy,napkins",16,1819,8,Rania,37,Dakahlia,Credit
"beef,other vegetables",2,677,8,Rania,37,Dakahlia,Credit
"frankfurter,rolls/buns,margarine,soda",4,575,8,Rania,37,Dakahlia,Credit
"chicken,curd,UHT-milk,cream cheese ,margarine,coffee,salty snack,waffles,dishes",9,2345,8,Rania,37,Dakahlia,Credit
soda,1,431,8,Rania,37,Dakahlia,Credit
"tropical fruit,pip fruit,other vegetables,butter milk,yogurt,whipped/sour cream,UHT-milk,margarine,sugar,waffles",10,1824,8,Rania,37,Dakahlia,Credit
canned beer,1,683,8,Rania,37,Dakahlia,Cash
"white bread,bottled beer",2,1046,8,Rania,37,Dakahlia,Cash
"brown bread,bottled water,specialty bar",3,1229,8,Rania,37,Dakahlia,Cash
soda,1,1297,8,Rania,37,Dakahlia,Cash
"sausage,ham,meat,butter,UHT-milk,mayonnaise,baking powder,bottled water,fruit/vegetable juice",9,2356,8,Rania,37,Dakahlia,Cash
whole milk,1,2354,8,Rania,37,Dakahlia,Cash
"frozen vegetables,domestic eggs,pastry",3,782,8,Rania,37,Dakahlia,Credit
"tropical fruit,other vegetables,whipped/sour cream,beverages,hard cheese,cream cheese ,flour,sweet spreads,soda,long life bakery product",10,639,8,Rania,37,Dakahlia,Credit
"sausage,other vegetables,dessert,pastry,waffles,dish cleaner",6,979,8,Rania,37,Dakahlia,Credit
other vegetables,1,795,8,Rania,37,Dakahlia,Cash
ice cream,1,942,8,Rania,37,Dakahlia,Cash
"turkey,other vegetables,whipped/sour cream,canned vegetables,instant coffee,bottled water,red/blush wine",7,313,8,Rania,37,Dakahlia,Cash
"pickled vegetables,canned fish,soda,bottled beer,chewing gum,candles",6,1920,8,Rania,37,Dakahlia,Credit
"UHT-milk,bottled water,specialty chocolate",3,646,8,Rania,37,Dakahlia,Credit
"pip fruit,whole milk,domestic eggs,margarine,soda,chocolate,napkins",7,344,8,Rania,37,Dakahlia,Cash
"tropical fruit,grapes,onions,other vegetables,yogurt,domestic eggs,oil,pudding powder,pickled vegetables,salty snack,waffles,specialty bar",12,2163,8,Rania,37,Dakahlia,Credit
"meat,whipped/sour cream,coffee,chewing gum,dishes",5,1295,8,Rania,37,Dakahlia,Cash
bottled water,1,698,8,Rania,37,Dakahlia,Credit
"organic sausage,pip fruit,root vegetables,other vegetables,pastry,salty snack,dishes",7,2371,8,Rania,37,Dakahlia,Credit
chocolate marshmallow,1,189,8,Rania,37,Dakahlia,Cash
"tropical fruit,whole milk,ice cream",3,198,8,Rania,37,Dakahlia,Credit
"canned beer,white wine",2,2042,8,Rania,37,Dakahlia,Credit
"pork,bottled water,rum,white wine,flower (seeds)",5,1265,8,Rania,37,Dakahlia,Cash
"margarine,misc. beverages",2,2184,8,Rania,37,Dakahlia,Cash
"processed cheese,ketchup,seasonal products",3,682,8,Rania,37,Dakahlia,Credit
"soda,fruit/vegetable juice,waffles",3,1567,8,Rania,37,Dakahlia,Credit
"pork,whole milk,dessert,frozen vegetables,bottled water,cleaner",6,844,8,Rania,37,Dakahlia,Credit
"beverages,long life bakery product",2,344,8,Rania,37,Dakahlia,Credit
"soda,bottled beer,liquor,red/blush wine",4,427,8,Rania,37,Dakahlia,Credit
root vegetables,1,1533,8,Rania,37,Dakahlia,Credit
"frozen meals,soda",2,464,8,Rania,37,Dakahlia,Cash
"pip fruit,whole milk,whipped/sour cream",3,1164,8,Rania,37,Dakahlia,Credit
whole milk,1,2217,8,Rania,37,Dakahlia,Credit
"whipped/sour cream,dog food,soda,fruit/vegetable juice,shopping bags",5,216,8,Rania,37,Dakahlia,Cash
"hamburger meat,packaged fruit/vegetables,whole milk,curd,yogurt,pastry",6,2148,8,Rania,37,Dakahlia,Cash
"pip fruit,other vegetables,frozen vegetables,canned vegetables",4,246,8,Rania,37,Dakahlia,Credit
"soda,specialty chocolate",2,1574,8,Rania,37,Dakahlia,Credit
yogurt,1,2428,8,Rania,37,Dakahlia,Cash
"dog food,canned beer",2,2430,8,Rania,37,Dakahlia,Cash
"sausage,whole milk,pastry,salty snack,kitchen towels",5,1681,8,Rania,37,Dakahlia,Credit
"root vegetables,whole milk",2,1537,8,Rania,37,Dakahlia,Credit
"tidbits,rolls/buns,coffee,salty snack",4,2426,8,Rania,37,Dakahlia,Credit
newspapers,1,1256,8,Rania,37,Dakahlia,Credit
"other vegetables,whole milk,frozen potato products",3,1222,8,Rania,37,Dakahlia,Cash
"sausage,yogurt",2,2463,8,Rania,37,Dakahlia,Cash
rolls/buns,1,1222,8,Rania,37,Dakahlia,Cash
canned beer,1,312,8,Rania,37,Dakahlia,Credit
"ham,whole milk,dessert,processed cheese,domestic eggs,white bread,pickled vegetables,specialty vegetables,coffee,specialty chocolate,dental care,hygiene articles",12,1575,8,Rania,37,Dakahlia,Cash
"frozen vegetables,margarine,cleaner",3,1248,8,Rania,37,Dakahlia,Cash
"other vegetables,frozen vegetables,frozen fish,rolls/buns,pickled vegetables",5,259,8,Rania,37,Dakahlia,Credit
"sausage,root vegetables,rolls/buns,soda",4,1420,8,Rania,37,Dakahlia,Cash
detergent,1,2075,8,Rania,37,Dakahlia,Cash
"tropical fruit,pip fruit,whole milk,rolls/buns,pastry,fruit/vegetable juice,salty snack,detergent,make up remover",9,1951,8,Rania,37,Dakahlia,Credit
"tropical fruit,root vegetables,other vegetables,frozen dessert,margarine",5,2345,8,Rania,37,Dakahlia,Credit
"fish,citrus fruit",2,2288,8,Rania,37,Dakahlia,Cash
"chicken,butter,white bread",3,941,8,Rania,37,Dakahlia,Cash
misc. beverages,1,335,8,Rania,37,Dakahlia,Credit
fruit/vegetable juice,1,125,8,Rania,37,Dakahlia,Cash
"pet care,soda,bottled beer,snack products,candy",5,169,8,Rania,37,Dakahlia,Cash
"rolls/buns,coffee",2,2121,8,Rania,37,Dakahlia,Credit
"whole milk,butter milk,specialty bar",3,423,8,Rania,37,Dakahlia,Credit
"brandy,specialty bar",2,318,8,Rania,37,Dakahlia,Credit
"whole milk,dessert,oil",3,915,8,Rania,37,Dakahlia,Credit
soda,1,1349,8,Rania,37,Dakahlia,Credit
"sausage,yogurt,rolls/buns,bottled water,soda",5,380,8,Rania,37,Dakahlia,Credit
"tropical fruit,cream cheese ,mayonnaise,rolls/buns,white bread,ready soups,baking powder,canned fish,long life bakery product",9,1502,8,Rania,37,Dakahlia,Cash
"dessert,yogurt,UHT-milk,cream cheese ,frozen vegetables,rolls/buns,bottled water,napkins",8,1375,8,Rania,37,Dakahlia,Cash
"frankfurter,chicken,turkey,beef,whole milk,brown bread,pastry,bottled water",8,2329,8,Rania,37,Dakahlia,Cash
"coffee,pot plants",2,1367,8,Rania,37,Dakahlia,Cash
"hamburger meat,tropical fruit,yogurt,frozen vegetables,domestic eggs,rolls/buns,meat spreads,cat food,soda,misc. beverages",10,2358,8,Rania,37,Dakahlia,Cash
"other vegetables,whole milk,butter,white bread,canned vegetables,soda,snack products,cake bar,chocolate",9,2376,8,Rania,37,Dakahlia,Credit
"other vegetables,whole milk,rolls/buns,brown bread,soda,hygiene articles,newspapers",7,1790,8,Rania,37,Dakahlia,Credit
"sausage,curd,yogurt,cream cheese ,brown bread,pastry,coffee,seasonal products,napkins",9,613,8,Rania,37,Dakahlia,Cash
whole milk,1,1625,8,Rania,37,Dakahlia,Credit
"sausage,soft cheese,rolls/buns,bottled water,specialty chocolate",5,348,8,Rania,37,Dakahlia,Cash
"sausage,whole milk,frozen dessert,mustard,jam,bottled water,hygiene articles",7,1465,8,Rania,37,Dakahlia,Credit
"frankfurter,chicken,pork,other vegetables,yogurt,whipped/sour cream,soft cheese,rolls/buns,instant coffee,bottled water,napkins",11,194,8,Rania,37,Dakahlia,Cash
"whole milk,curd cheese",2,393,8,Rania,37,Dakahlia,Credit
frozen meals,1,1576,8,Rania,37,Dakahlia,Cash
"other vegetables,whole milk,bottled beer,newspapers",4,298,8,Rania,37,Dakahlia,Credit
"yogurt,whipped/sour cream,UHT-milk,baking powder,bottled water,soda",6,1903,8,Rania,37,Dakahlia,Cash
"pastry,pot plants",2,2062,8,Rania,37,Dakahlia,Cash
"whole milk,fruit/vegetable juice,newspapers",3,2278,8,Rania,37,Dakahlia,Credit
