items,count,total,rnd,customer,age,city,paymentType
"beef,citrus fruit,other vegetables,yogurt",4,590,2,Mohamed,25,Alexandria,Credit
"sausage,rolls/buns",2,1120,2,Mohamed,25,Alexandria,Credit
canned beer,1,1089,4,Adel,50,Alexandria,Credit
bottled beer,1,256,2,Mohamed,25,Alexandria,Cash
"soda,specialty chocolate",2,847,4,Adel,50,Alexandria,Cash
soda,1,539,10,Samy,55,Alexandria,Credit
"sausage,meat,hamburger meat,rubbing alcohol",4,1070,2,Mohamed,25,Alexandria,Cash
"frankfurter,other vegetables,whole milk,curd,frozen potato products,zwieback,specialty bar,dish cleaner",8,1248,10,Samy,55,Alexandria,Cash
citrus fruit,1,1261,2,Mohamed,25,Alexandria,Cash
"root vegetables,domestic eggs,margarine,chocolate marshmallow,candy",5,1802,10,Samy,55,Alexandria,Credit
beef,1,1453,2,Mohamed,25,Alexandria,Cash
"frankfurter,sausage,pork,pip fruit,butter,processed cheese,white bread,brown bread",8,213,4,Adel,50,Alexandria,Cash
"tropical fruit,root vegetables,whole milk,whipped/sour cream,domestic eggs",5,696,4,Adel,50,Alexandria,Cash
"rolls/buns,brown bread,pastry,coffee,bottled beer",5,2129,4,Adel,50,Alexandria,Credit
"whole milk,frozen dessert,salty snack,napkins",4,1793,2,Mohamed,25,Alexandria,Cash
"tropical fruit,butter milk,rolls/buns,bottled water",4,699,10,Samy,55,Alexandria,Credit
bottled water,1,1973,4,Adel,50,Alexandria,Credit
"butter milk,yogurt",2,509,2,Mohamed,25,Alexandria,Cash
coffee,1,905,10,Samy,55,Alexandria,Cash
"yogurt,rolls/buns,pastry,bottled water,soda,shopping bags",6,621,10,Samy,55,Alexandria,Credit
soda,1,632,10,Samy,55,Alexandria,Cash
"dish cleaner,bathroom cleaner,hygiene articles,napkins",4,845,10,Samy,55,Alexandria,Cash
"other vegetables,red/blush wine",2,1044,2,Mohamed,25,Alexandria,Credit
ice cream,1,1337,10,Samy,55,Alexandria,Credit
"sausage,ham,hamburger meat,whole milk,soda,softener,newspapers",7,1050,10,Samy,55,Alexandria,Credit
"chicken,yogurt,sliced cheese,rolls/buns,chewing gum,dishes",6,2148,2,Mohamed,25,Alexandria,Cash
"root vegetables,pastry,bottled water,male cosmetics",4,1467,10,Samy,55,Alexandria,Cash
pastry,1,410,4,Adel,50,Alexandria,Cash
"onions,other vegetables,pastry,bottled water,soda,napkins",6,2180,4,Adel,50,Alexandria,Cash
"coffee,hygiene articles",2,244,10,Samy,55,Alexandria,Credit
"soda,canned beer,liquor (appetizer),hygiene articles,napkins,newspapers",6,1070,2,Mohamed,25,Alexandria,Cash
"beef,root vegetables,other vegetables,rolls/buns,sugar",5,1589,10,Samy,55,Alexandria,Credit
"beef,root vegetables",2,2404,4,Adel,50,Alexandria,Cash
"frankfurter,rolls/buns,pastry,snack products,specialty bar",5,1144,10,Samy,55,Alexandria,Cash
"other vegetables,whole milk,cream cheese ",3,2320,4,Adel,50,Alexandria,Credit
"whole milk,rolls/buns,newspapers",3,1742,10,Samy,55,Alexandria,Cash
"other vegetables,whipped/sour cream,specialty cheese,domestic eggs",4,1597,10,Samy,55,Alexandria,Credit
shopping bags,1,2225,10,Samy,55,Alexandria,Credit
"ham,pip fruit,whole milk,curd,dessert,butter milk,whipped/sour cream,sliced cheese,cream cheese ,white bread,coffee,long life bakery product,chocolate,baby cosmetics",14,2296,2,Mohamed,25,Alexandria,Credit
"sausage,turkey,beef,root vegetables,domestic eggs,rolls/buns,flour,rice,organic products,misc. beverages,napkins",11,471,2,Mohamed,25,Alexandria,Cash
bottled beer,1,1741,4,Adel,50,Alexandria,Cash
"whole milk,cream cheese ,coffee",3,1057,2,Mohamed,25,Alexandria,Credit
"other vegetables,shopping bags",2,1999,2,Mohamed,25,Alexandria,Credit
"whole milk,dessert,bottled water",3,1535,4,Adel,50,Alexandria,Credit
"sugar,soda,bottled beer",3,157,2,Mohamed,25,Alexandria,Cash
"tropical fruit,pip fruit,rolls/buns,coffee,fruit/vegetable juice,candy",6,2426,2,Mohamed,25,Alexandria,Cash
"root vegetables,cream cheese ,spread cheese,frozen dessert,white bread,bottled water,soda,misc. beverages,fruit/vegetable juice,bottled beer",10,812,4,Adel,50,Alexandria,Cash
"tropical fruit,other vegetables,yogurt,bottled water,male cosmetics",5,1433,10,Samy,55,Alexandria,Credit
"brown bread,sugar,hygiene articles",3,2022,2,Mohamed,25,Alexandria,Cash
"coffee,detergent,hygiene articles,photo/film",4,897,4,Adel,50,Alexandria,Credit
"tropical fruit,whole milk,beverages,white bread,pasta,shopping bags",6,1601,10,Samy,55,Alexandria,Credit
"coffee,chewing gum,chocolate marshmallow",3,989,2,Mohamed,25,Alexandria,Credit
"pip fruit,whole milk,curd,pastry,bottled water",5,455,4,Adel,50,Alexandria,Credit
"beef,tropical fruit,herbs,whole milk,curd,yogurt,whipped/sour cream,sliced cheese",8,2072,2,Mohamed,25,Alexandria,Cash
"sausage,rolls/buns",2,535,4,Adel,50,Alexandria,Credit
"rolls/buns,coffee,long life bakery product,detergent,shopping bags",5,249,4,Adel,50,Alexandria,Cash
"pip fruit,whole milk,bottled water,candy",4,1992,10,Samy,55,Alexandria,Cash
canned beer,1,1138,10,Samy,55,Alexandria,Cash
"grapes,root vegetables,frozen vegetables,domestic eggs,white wine",5,2500,10,Samy,55,Alexandria,Cash
"root vegetables,packaged fruit/vegetables,butter,whipped/sour cream,rolls/buns",5,1320,4,Adel,50,Alexandria,Cash
"pork,tropical fruit,whole milk,curd,yogurt,hard cheese,frozen meals,frozen dessert,domestic eggs,cereals,baking powder,fruit/vegetable juice,soap",13,601,2,Mohamed,25,Alexandria,Credit
"root vegetables,brown bread",2,875,2,Mohamed,25,Alexandria,Cash
"ham,rolls/buns,white wine",3,1482,4,Adel,50,Alexandria,Cash
canned beer,1,789,2,Mohamed,25,Alexandria,Cash
"beef,hamburger meat,citrus fruit,whole milk,mustard,soap",6,1875,2,Mohamed,25,Alexandria,Credit
frozen chicken,1,1690,10,Samy,55,Alexandria,Cash
other vegetables,1,327,10,Samy,55,Alexandria,Cash
"meat,hamburger meat,root vegetables,packaged fruit/vegetables,whole milk,butter,newspapers",7,1416,2,Mohamed,25,Alexandria,Credit
"pip fruit,sliced cheese,pastry,white wine,light bulbs,newspapers",6,2473,2,Mohamed,25,Alexandria,Cash
"ham,whole milk,white bread,margarine,hair spray",5,1038,2,Mohamed,25,Alexandria,Cash
"root vegetables,whole milk,detergent",3,1660,10,Samy,55,Alexandria,Credit
"frankfurter,root vegetables,newspapers",3,779,4,Adel,50,Alexandria,Credit
"hamburger meat,citrus fruit,root vegetables,rolls/buns,Instant food products,canned fish,bottled water,soda,fruit/vegetable juice,napkins",10,1863,4,Adel,50,Alexandria,Cash
"frankfurter,sausage,domestic eggs,soda,chewing gum,shopping bags",6,1348,10,Samy,55,Alexandria,Cash
soda,1,2264,10,Samy,55,Alexandria,Cash
"tropical fruit,other vegetables",2,1697,2,Mohamed,25,Alexandria,Credit
"frankfurter,citrus fruit,butter milk,UHT-milk,rolls/buns,female sanitary products,shopping bags",7,193,2,Mohamed,25,Alexandria,Credit
"ham,other vegetables,butter,whipped/sour cream,sugar,soda",6,259,10,Samy,55,Alexandria,Credit
"curd,butter milk,yogurt,beverages",4,1593,10,Samy,55,Alexandria,Credit
"chicken,butter,newspapers",3,531,4,Adel,50,Alexandria,Cash
house keeping products,1,449,10,Samy,55,Alexandria,Credit
"whole milk,brown bread,pasta,margarine,bottled water,napkins,newspapers",7,1751,2,Mohamed,25,Alexandria,Credit
"yogurt,hygiene articles,newspapers,shopping bags",4,2348,10,Samy,55,Alexandria,Credit
"rolls/buns,soda,snack products,shopping bags",4,596,10,Samy,55,Alexandria,Cash
"whole milk,pastry,bottled water,hygiene articles",4,1267,10,Samy,55,Alexandria,Credit
"chicken,onions,other vegetables,whole milk,brown bread,white wine,red/blush wine",7,1263,10,Samy,55,Alexandria,Cash
"rolls/buns,newspapers",2,1933,10,Samy,55,Alexandria,Cash
canned beer,1,1176,4,Adel,50,Alexandria,Credit
"yogurt,specialty bar",2,903,2,Mohamed,25,Alexandria,Cash
rolls/buns,1,1905,10,Samy,55,Alexandria,Credit
bottled beer,1,532,2,Mohamed,25,Alexandria,Cash
"grapes,soda",2,751,4,Adel,50,Alexandria,Cash
"curd,bottled beer,pot plants",3,1259,10,Samy,55,Alexandria,Credit
"ice cream,sugar,flower (seeds)",3,2006,2,Mohamed,25,Alexandria,Cash
"pork,beef,whole milk,domestic eggs,bottled water,bottled beer,hygiene articles",7,1856,2,Mohamed,25,Alexandria,Cash
"frozen dessert,brandy",2,2429,4,Adel,50,Alexandria,Credit
"vinegar,oil",2,1151,2,Mohamed,25,Alexandria,Credit
"rolls/buns,newspapers",2,668,2,Mohamed,25,Alexandria,Credit
"other vegetables,cream cheese ,tea,chocolate,chocolate marshmallow",5,236,10,Samy,55,Alexandria,Credit
"ham,turkey,beef,other vegetables,whole milk,pot plants",6,1265,2,Mohamed,25,Alexandria,Cash
curd,1,2098,2,Mohamed,25,Alexandria,Cash
"rolls/buns,red/blush wine,newspapers",3,1695,10,Samy,55,Alexandria,Credit
pastry,1,1324,2,Mohamed,25,Alexandria,Credit
"frankfurter,hamburger meat,whole milk,domestic eggs,rolls/buns,brown bread,margarine,bottled water,flower (seeds)",9,728,10,Samy,55,Alexandria,Cash
"root vegetables,whole milk,yogurt,rolls/buns",4,1254,2,Mohamed,25,Alexandria,Cash
"tropical fruit,whole milk,rolls/buns,semi-finished bread,margarine,fruit/vegetable juice,long life bakery product,newspapers",8,578,2,Mohamed,25,Alexandria,Credit
"frankfurter,sausage,frozen fish,margarine,specialty bar",5,415,4,Adel,50,Alexandria,Credit
"pork,grapes,UHT-milk,brown bread,margarine",5,952,2,Mohamed,25,Alexandria,Cash
"beef,root vegetables,other vegetables,whole milk,butter,soft cheese,hard cheese,domestic eggs,pasta,coffee,candles",11,1379,2,Mohamed,25,Alexandria,Credit
"chicken,pork,whole milk,butter,white bread",5,824,4,Adel,50,Alexandria,Cash
"meat,beef,tropical fruit,pip fruit,other vegetables,whipped/sour cream,soft cheese,frozen meals,margarine,coffee,fruit/vegetable juice,pot plants",12,1408,4,Adel,50,Alexandria,Cash
"citrus fruit,whole milk",2,1661,2,Mohamed,25,Alexandria,Credit
"sausage,domestic eggs",2,322,2,Mohamed,25,Alexandria,Cash
newspapers,1,540,4,Adel,50,Alexandria,Credit
"berries,whole milk,whipped/sour cream,domestic eggs",4,1380,2,Mohamed,25,Alexandria,Cash
"other vegetables,whipped/sour cream",2,307,2,Mohamed,25,Alexandria,Cash
"other vegetables,whole milk,curd,frozen vegetables,domestic eggs,sugar,instant coffee,newspapers",8,1510,10,Samy,55,Alexandria,Cash
coffee,1,1554,10,Samy,55,Alexandria,Credit
"chicken,tropical fruit,pip fruit,root vegetables,other vegetables,packaged fruit/vegetables,butter,rolls/buns,margarine,sugar,rum,long life bakery product,abrasive cleaner",13,2258,2,Mohamed,25,Alexandria,Credit
sugar,1,1440,4,Adel,50,Alexandria,Credit
"whole milk,UHT-milk,domestic eggs,soda,fruit/vegetable juice,dishes,newspapers",7,2103,10,Samy,55,Alexandria,Credit
"pork,beef",2,1869,10,Samy,55,Alexandria,Credit
"bottled beer,shopping bags",2,1170,2,Mohamed,25,Alexandria,Cash
"beef,Instant food products,canned beer",3,1675,10,Samy,55,Alexandria,Credit
"pork,berries,whipped/sour cream,beverages,flour,oil,soda,chocolate,newspapers",9,1956,4,Adel,50,Alexandria,Credit
"grapes,whole milk,processed cheese,rolls/buns,white bread,fruit/vegetable juice",6,518,10,Samy,55,Alexandria,Cash
"sliced cheese,pastry,newspapers",3,184,4,Adel,50,Alexandria,Credit
"root vegetables,whipped/sour cream",2,922,2,Mohamed,25,Alexandria,Credit
"sausage,rolls/buns,soda",3,2052,4,Adel,50,Alexandria,Credit
"root vegetables,whole milk,butter,yogurt,cream cheese ,frozen fish,shopping bags",7,864,10,Samy,55,Alexandria,Credit
"whole milk,cream cheese ",2,830,10,Samy,55,Alexandria,Credit
"frankfurter,turkey,root vegetables,other vegetables,yogurt,rolls/buns,pastry,ready soups",8,821,4,Adel,50,Alexandria,Credit
"soda,bottled beer",2,407,4,Adel,50,Alexandria,Cash
"frankfurter,popcorn",2,2431,10,Samy,55,Alexandria,Cash
"pork,tropical fruit,grapes,hard cheese,soda,napkins,shopping bags",7,2134,2,Mohamed,25,Alexandria,Credit
"tropical fruit,grapes,berries,other vegetables,whole milk,butter,dessert,yogurt,whipped/sour cream,ice cream,pastry,salt,baking powder,bottled water,misc. beverages,fruit/vegetable juice,canned beer,specialty chocolate,pot plants",19,1496,10,Samy,55,Alexandria,Cash
"onions,whole milk,dessert,domestic eggs,rolls/buns,white bread,coffee,bottled water",8,1605,10,Samy,55,Alexandria,Credit
"citrus fruit,root vegetables,packaged fruit/vegetables,yogurt,sliced cheese,rolls/buns,white bread,brown bread,zwieback",9,1541,10,Samy,55,Alexandria,Credit
"citrus fruit,other vegetables,whole milk,dessert,yogurt,frozen vegetables,fruit/vegetable juice,bottled beer,salty snack",9,779,2,Mohamed,25,Alexandria,Credit
"yogurt,brown bread,bottled beer,white wine",4,169,10,Samy,55,Alexandria,Credit
"citrus fruit,onions",2,2476,10,Samy,55,Alexandria,Credit
"pork,beef,ice cream,rolls/buns,newspapers",5,329,2,Mohamed,25,Alexandria,Credit
"berries,root vegetables,other vegetables,butter,hard cheese,domestic eggs,rolls/buns,fruit/vegetable juice,sparkling wine,hygiene articles",10,1847,4,Adel,50,Alexandria,Cash
"berries,dessert,whipped/sour cream,white bread,coffee,shopping bags",6,632,10,Samy,55,Alexandria,Cash
"pork,citrus fruit,grapes,root vegetables,whole milk,ready soups,pot plants",7,2314,2,Mohamed,25,Alexandria,Cash
"turkey,tropical fruit,pip fruit,root vegetables,other vegetables,curd,butter milk,yogurt,curd cheese,rice,vinegar,margarine",12,1214,10,Samy,55,Alexandria,Cash
bottled water,1,2160,10,Samy,55,Alexandria,Cash
"pip fruit,whole milk,domestic eggs,bottled water,long life bakery product",5,248,2,Mohamed,25,Alexandria,Credit
"frankfurter,chicken,butter milk,margarine,long life bakery product",5,996,4,Adel,50,Alexandria,Credit
"whole milk,white bread",2,1433,4,Adel,50,Alexandria,Cash
"grapes,zwieback,soda,waffles",4,985,4,Adel,50,Alexandria,Cash
brown bread,1,1481,10,Samy,55,Alexandria,Cash
"root vegetables,other vegetables,spread cheese,margarine,canned beer",5,344,4,Adel,50,Alexandria,Credit
"dessert,bottled water,soda",3,247,10,Samy,55,Alexandria,Credit
shopping bags,1,1958,10,Samy,55,Alexandria,Credit
"whole milk,frozen vegetables",2,1449,10,Samy,55,Alexandria,Cash
"pork,hamburger meat,pip fruit,grapes,root vegetables,other vegetables,whole milk,yogurt,cream cheese ,frozen dessert,sugar,meat spreads,soda,fruit/vegetable juice",14,2264,4,Adel,50,Alexandria,Cash
"sausage,grapes,butter,curd,yogurt,whipped/sour cream,beverages,UHT-milk,sliced cheese,processed cheese,rolls/buns,pastry,chocolate",13,827,2,Mohamed,25,Alexandria,Credit
beef,1,1930,10,Samy,55,Alexandria,Credit
"bottled water,soda,chewing gum",3,750,10,Samy,55,Alexandria,Credit
"butter,rolls/buns,pastry,bottled water,canned beer,waffles",6,832,4,Adel,50,Alexandria,Credit
"beef,citrus fruit,other vegetables,whole milk,domestic eggs,rolls/buns,brown bread,coffee,soda,salty snack,shopping bags",11,1114,4,Adel,50,Alexandria,Credit
"chicken,other vegetables,white wine,specialty chocolate",4,259,10,Samy,55,Alexandria,Credit
"frankfurter,herbs,yogurt,UHT-milk,mayonnaise,frozen vegetables,margarine,bottled water,soda,salty snack,seasonal products,detergent,pot plants",13,1880,10,Samy,55,Alexandria,Cash
"frankfurter,root vegetables,other vegetables,domestic eggs,rolls/buns,pastry,soups,Instant food products,bottled water",9,1931,2,Mohamed,25,Alexandria,Cash
"bottled water,canned beer",2,1707,4,Adel,50,Alexandria,Cash
"yogurt,sliced cheese,frozen vegetables,frozen meals,pickled vegetables,coffee,instant coffee",7,2342,2,Mohamed,25,Alexandria,Cash
"meat,other vegetables,whole milk,yogurt,soft cheese,sliced cheese,domestic eggs,margarine,cat food,pet care,coffee,bottled beer,red/blush wine,dish cleaner,napkins,kitchen towels",16,1490,10,Samy,55,Alexandria,Credit
"whole milk,soda,misc. beverages,shopping bags",4,865,10,Samy,55,Alexandria,Credit
"cat food,dish cleaner,shopping bags",3,2257,10,Samy,55,Alexandria,Credit
"citrus fruit,other vegetables,butter,soda,bottled beer,canned beer,waffles,chocolate,seasonal products",9,559,4,Adel,50,Alexandria,Credit
rolls/buns,1,2345,2,Mohamed,25,Alexandria,Cash
"root vegetables,whipped/sour cream,salt,fruit/vegetable juice,salty snack",5,1794,2,Mohamed,25,Alexandria,Cash
"grapes,brown bread,bottled beer,white wine",4,668,4,Adel,50,Alexandria,Credit
misc. beverages,1,1276,4,Adel,50,Alexandria,Credit
"grapes,specialty cheese,pasta,coffee,bottled water,soda,canned beer,brandy,white wine",9,1184,10,Samy,55,Alexandria,Cash
pastry,1,1972,4,Adel,50,Alexandria,Cash
pot plants,1,2314,10,Samy,55,Alexandria,Credit
"UHT-milk,soda,dish cleaner,napkins",4,1859,2,Mohamed,25,Alexandria,Cash
specialty chocolate,1,824,2,Mohamed,25,Alexandria,Cash
"beef,root vegetables,other vegetables,butter,yogurt,rolls/buns,flour",7,2078,10,Samy,55,Alexandria,Credit
"citrus fruit,root vegetables,other vegetables,whole milk,curd,yogurt,whipped/sour cream,hard cheese,cream cheese ,domestic eggs,flour,rice,oil,margarine,sugar",15,2454,4,Adel,50,Alexandria,Credit
"citrus fruit,tropical fruit,grapes,whole milk,brown bread,pastry",6,2008,10,Samy,55,Alexandria,Cash
coffee,1,741,10,Samy,55,Alexandria,Credit
"ham,pork,hamburger meat,pip fruit,other vegetables,whole milk,butter,curd,dessert,butter milk,whipped/sour cream,domestic eggs,brown bread,roll products ,hygiene articles",15,2085,2,Mohamed,25,Alexandria,Credit
"chicken,bottled beer,red/blush wine,newspapers",4,2178,2,Mohamed,25,Alexandria,Cash
"bottled water,soda",2,1658,4,Adel,50,Alexandria,Credit
"sausage,mayonnaise,rolls/buns,canned beer,shopping bags",5,2246,2,Mohamed,25,Alexandria,Cash
"frozen potato products,pot plants",2,1743,10,Samy,55,Alexandria,Credit
"tropical fruit,dessert,sweet spreads,fruit/vegetable juice",4,1421,4,Adel,50,Alexandria,Credit
canned beer,1,1515,10,Samy,55,Alexandria,Credit
canned beer,1,1960,2,Mohamed,25,Alexandria,Credit
"frankfurter,root vegetables,rolls/buns,pastry,mustard,bottled beer,shopping bags",7,1111,4,Adel,50,Alexandria,Cash
"frankfurter,liver loaf,turkey,UHT-milk,pasta,waffles,chocolate,dental care,dishes",9,1794,10,Samy,55,Alexandria,Credit
"whole milk,frozen vegetables,specialty chocolate",3,402,2,Mohamed,25,Alexandria,Cash
"pork,beef,whole milk,curd,rolls/buns,pastry",6,1269,4,Adel,50,Alexandria,Cash
"rolls/buns,waffles",2,816,10,Samy,55,Alexandria,Cash
frozen fish,1,2194,2,Mohamed,25,Alexandria,Cash
"ham,whole milk,hard cheese,frozen meals,rolls/buns,rice,soups,baking powder,canned vegetables,bottled beer,female sanitary products",11,2330,2,Mohamed,25,Alexandria,Credit
"herbs,other vegetables,whole milk,butter,white bread,margarine,misc. beverages,hygiene articles,shopping bags",9,164,4,Adel,50,Alexandria,Cash
"tropical fruit,pip fruit,whole milk,chewing gum,chocolate",5,1529,2,Mohamed,25,Alexandria,Credit
"citrus fruit,other vegetables,soft cheese,rolls/buns,pastry,canned beer,newspapers",7,1975,4,Adel,50,Alexandria,Cash
canned beer,1,589,10,Samy,55,Alexandria,Credit
newspapers,1,2327,2,Mohamed,25,Alexandria,Cash
"citrus fruit,pip fruit,grapes,other vegetables,dessert,butter milk,yogurt,domestic eggs,flour,oil,sugar,ketchup,detergent,dish cleaner",14,2452,4,Adel,50,Alexandria,Cash
"sausage,yogurt,salty snack",3,2322,2,Mohamed,25,Alexandria,Credit
other vegetables,1,780,10,Samy,55,Alexandria,Credit
"root vegetables,onions,whole milk,bottled water,dishes",5,1241,2,Mohamed,25,Alexandria,Cash
"frankfurter,chicken,butter,dessert,butter milk,ice cream,pastry,oil,margarine,soda,salty snack,chocolate,chocolate marshmallow,detergent,hygiene articles,napkins,pot plants",17,1973,2,Mohamed,25,Alexandria,Credit
"root vegetables,fruit/vegetable juice,long life bakery product,pot plants",4,1007,10,Samy,55,Alexandria,Credit
"other vegetables,chocolate",2,1599,10,Samy,55,Alexandria,Cash
"chicken,other vegetables,whole milk,domestic eggs,pastry,canned beer",6,450,2,Mohamed,25,Alexandria,Cash
"citrus fruit,misc. beverages,liquor,cling film/bags",4,883,2,Mohamed,25,Alexandria,Credit
bottled beer,1,1922,4,Adel,50,Alexandria,Credit
"chicken,whole milk",2,1815,4,Adel,50,Alexandria,Cash
"canned fruit,meat spreads,bottled water",3,317,4,Adel,50,Alexandria,Credit
"root vegetables,butter,frozen vegetables,salty snack",4,2484,2,Mohamed,25,Alexandria,Credit
"frankfurter,sausage,whole milk,butter,dessert,pastry,fruit/vegetable juice",7,773,4,Adel,50,Alexandria,Credit
"tropical fruit,other vegetables,packaged fruit/vegetables,whole milk,frozen meals,white bread,instant coffee,soda,female sanitary products,newspapers,pot plants,shopping bags",12,1520,2,Mohamed,25,Alexandria,Credit
"citrus fruit,pip fruit,grapes,berries,soft cheese,rolls/buns,oil,shopping bags",8,104,4,Adel,50,Alexandria,Credit
bottled water,1,292,10,Samy,55,Alexandria,Credit
