items,count,total,rnd,customer,age,city,paymentType
"frankfurter,sausage,liver loaf,root vegetables,curd,frozen vegetables,rolls/buns,semi-finished bread,hygiene articles,photo/film",10,1578,3,Ahmed,30,Giza,Credit
"hamburger meat,citrus fruit,other vegetables",3,1124,3,Ahmed,30,Giza,Credit
"whole milk,cream cheese ,soda,fruit/vegetable juice",4,1472,3,Ahmed,30,Giza,Cash
ice cream,1,875,3,Ahmed,30,Giza,Credit
"dessert,candy",2,2401,3,Ahmed,30,Giza,Credit
"rolls/buns,pastry,red/blush wine",3,913,3,Ahmed,30,Giza,Credit
"rolls/buns,soda,snack products,newspapers",4,965,3,Ahmed,30,Giza,Credit
"root vegetables,other vegetables,whole milk,yogurt,fruit/vegetable juice,white wine",6,1660,3,Ahmed,30,Giza,Cash
"pork,pip fruit,other vegetables,whole milk,curd,white bread,sugar,bottled water,soda",9,333,3,Ahmed,30,Giza,Cash
"pork,whole milk,pastry,sauces",4,1366,3,Ahmed,30,Giza,Cash
"beef,citrus fruit,whole milk,domestic eggs,rolls/buns,pastry,roll products ,tea,fruit/vegetable juice",9,1898,3,Ahmed,30,Giza,Cash
"coffee,soda",2,363,3,Ahmed,30,Giza,Cash
"cream cheese ,bottled water,canned beer",3,1431,3,Ahmed,30,Giza,Cash
"rolls/buns,canned fish",2,569,3,Ahmed,30,Giza,Cash
pastry,1,434,3,Ahmed,30,Giza,Credit
"beef,pip fruit,root vegetables,rolls/buns,margarine",5,215,3,Ahmed,30,Giza,Credit
decalcifier,1,1498,3,Ahmed,30,Giza,Credit
canned beer,1,327,3,Ahmed,30,Giza,Cash
"pork,root vegetables,whole milk,whipped/sour cream",4,1410,3,Ahmed,30,Giza,Cash
"other vegetables,whole milk,margarine,bottled beer",4,1931,3,Ahmed,30,Giza,Credit
"ham,chicken,citrus fruit,berries,onions,whole milk,curd,yogurt,frozen vegetables,rolls/buns,margarine,soda,liquor (appetizer),cake bar,candy,seasonal products,skin care",17,1803,3,Ahmed,30,Giza,Credit
"soda,newspapers",2,1613,3,Ahmed,30,Giza,Credit
bottled beer,1,476,3,Ahmed,30,Giza,Credit
"pip fruit,herbs,other vegetables,whole milk,coffee,female sanitary products,hygiene articles,shopping bags",8,1481,3,Ahmed,30,Giza,Cash
"sausage,pork,other vegetables,frozen fish,rolls/buns,semi-finished bread,artif. sweetener,ready soups,bottled water,hygiene articles,newspapers",11,2371,3,Ahmed,30,Giza,Cash
whipped/sour cream,1,1351,3,Ahmed,30,Giza,Credit
"chicken,pork,hamburger meat,pip fruit,nuts/prunes,root vegetables,other vegetables,whole milk,spread cheese,frozen potato products,brown bread,Instant food products,soda,fruit/vegetable juice,shopping bags",15,2130,3,Ahmed,30,Giza,Cash
"bottled water,soda,chewing gum,napkins",4,1246,3,Ahmed,30,Giza,Credit
"root vegetables,whole milk,white bread,brown bread,sweet spreads,dog food,brandy,shopping bags",8,1727,3,Ahmed,30,Giza,Cash
"chicken,other vegetables,salt",3,1730,3,Ahmed,30,Giza,Credit
"curd,roll products ,margarine,bottled water,canned beer,white wine,dish cleaner",7,355,3,Ahmed,30,Giza,Cash
"frankfurter,hamburger meat,whole milk,butter,curd,flour,rice,oil,sugar,mustard,salty snack,chocolate,chocolate marshmallow,dish cleaner,dental care",15,536,3,Ahmed,30,Giza,Cash
"rolls/buns,coffee",2,2427,3,Ahmed,30,Giza,Credit
hygiene articles,1,1551,3,Ahmed,30,Giza,Cash
"whole milk,frozen meals,newspapers",3,988,3,Ahmed,30,Giza,Cash
"other vegetables,whole milk,yogurt",3,196,3,Ahmed,30,Giza,Cash
onions,1,994,3,Ahmed,30,Giza,Cash
bottled water,1,559,3,Ahmed,30,Giza,Cash
shopping bags,1,811,3,Ahmed,30,Giza,Cash
"whole milk,pastry",2,2109,3,Ahmed,30,Giza,Credit
canned fish,1,1837,3,Ahmed,30,Giza,Credit
"sausage,root vegetables,rolls/buns,bottled water,white wine,flower (seeds)",6,140,3,Ahmed,30,Giza,Cash
"brown bread,oil,sugar,soda,bottled beer",5,1062,3,Ahmed,30,Giza,Credit
sparkling wine,1,1663,3,Ahmed,30,Giza,Credit
"other vegetables,nut snack",2,1069,3,Ahmed,30,Giza,Cash
"pip fruit,other vegetables,butter,yogurt,whipped/sour cream,brown bread,pastry,fruit/vegetable juice,detergent",9,1785,3,Ahmed,30,Giza,Cash
"citrus fruit,tropical fruit,pip fruit,long life bakery product",4,2232,3,Ahmed,30,Giza,Credit
"grapes,chocolate,light bulbs",3,224,3,Ahmed,30,Giza,Credit
"bottled water,soda,chewing gum,specialty chocolate,candy",5,2216,3,Ahmed,30,Giza,Credit
"pork,whole milk,sugar,soda,long life bakery product,chocolate",6,1476,3,Ahmed,30,Giza,Cash
"domestic eggs,seasonal products,shopping bags",3,1814,3,Ahmed,30,Giza,Credit
"frankfurter,whole milk,whipped/sour cream,curd cheese,domestic eggs,margarine,baking powder,cat food,bottled water,canned beer,candy,napkins",12,122,3,Ahmed,30,Giza,Cash
"pork,citrus fruit,other vegetables,domestic eggs,margarine,canned beer",6,1825,3,Ahmed,30,Giza,Cash
whipped/sour cream,1,2283,3,Ahmed,30,Giza,Cash
"frankfurter,ham,root vegetables,onions,whole milk,yogurt,rolls/buns,white bread,brown bread,margarine",10,883,3,Ahmed,30,Giza,Cash
"citrus fruit,yogurt,brown bread,pasta",4,1414,3,Ahmed,30,Giza,Credit
"whole milk,canned fish,soda,bottled beer,hygiene articles,candles",6,237,3,Ahmed,30,Giza,Credit
coffee,1,676,3,Ahmed,30,Giza,Cash
canned beer,1,1077,3,Ahmed,30,Giza,Cash
"frankfurter,packaged fruit/vegetables,brown bread,margarine,waffles",5,2274,3,Ahmed,30,Giza,Cash
"packaged fruit/vegetables,whole milk,pastry,bottled water,soda,misc. beverages,chewing gum,specialty bar,hygiene articles,pot plants,shopping bags",11,781,3,Ahmed,30,Giza,Cash
detergent,1,953,3,Ahmed,30,Giza,Credit
"other vegetables,whole milk,soups,bottled water,bottled beer",5,2165,3,Ahmed,30,Giza,Credit
"ham,other vegetables,whole milk,frozen vegetables",4,2329,3,Ahmed,30,Giza,Cash
"citrus fruit,whole milk,domestic eggs,canned fruit,dog food,misc. beverages,detergent",7,2069,3,Ahmed,30,Giza,Cash
"citrus fruit,tropical fruit,root vegetables,yogurt,roll products ,margarine,sugar,bottled water,napkins,house keeping products",10,1962,3,Ahmed,30,Giza,Credit
"soda,canned beer",2,704,3,Ahmed,30,Giza,Cash
"rolls/buns,canned beer",2,1675,3,Ahmed,30,Giza,Cash
napkins,1,1458,3,Ahmed,30,Giza,Credit
"tropical fruit,other vegetables,yogurt,spread cheese,soda",5,1507,3,Ahmed,30,Giza,Credit
bottled water,1,2286,3,Ahmed,30,Giza,Credit
"cream cheese ,soda",2,676,3,Ahmed,30,Giza,Cash
"sausage,other vegetables",2,993,3,Ahmed,30,Giza,Credit
"frankfurter,white bread,pastry,dog food,soda,shopping bags",6,1205,3,Ahmed,30,Giza,Cash
"rolls/buns,newspapers",2,984,3,Ahmed,30,Giza,Cash
"sausage,whole milk,dessert,spices,bottled beer",5,2027,3,Ahmed,30,Giza,Credit
"whole milk,bottled water,napkins",3,1245,3,Ahmed,30,Giza,Cash
newspapers,1,994,3,Ahmed,30,Giza,Cash
"root vegetables,whole milk,domestic eggs",3,2156,3,Ahmed,30,Giza,Cash
"tropical fruit,napkins",2,1616,3,Ahmed,30,Giza,Credit
"other vegetables,brown bread,soda,canned beer,shopping bags",5,432,3,Ahmed,30,Giza,Credit
"citrus fruit,rolls/buns,bottled water,red/blush wine,newspapers",5,466,3,Ahmed,30,Giza,Cash
"tropical fruit,whole milk,butter,brown bread",4,896,3,Ahmed,30,Giza,Cash
"ham,pork,butter milk,sweet spreads,shopping bags",5,179,3,Ahmed,30,Giza,Credit
"sausage,tropical fruit,whole milk,curd,butter milk,whipped/sour cream,rolls/buns,softener,house keeping products",9,694,3,Ahmed,30,Giza,Credit
soda,1,673,3,Ahmed,30,Giza,Cash
chewing gum,1,341,3,Ahmed,30,Giza,Credit
"pip fruit,berries,root vegetables,other vegetables,whole milk,whipped/sour cream",6,302,3,Ahmed,30,Giza,Credit
"root vegetables,other vegetables,whole milk,bottled water,bottled beer",5,1541,3,Ahmed,30,Giza,Cash
"canned beer,specialty chocolate",2,1258,3,Ahmed,30,Giza,Cash
"pip fruit,root vegetables,sugar,coffee,bottled beer",5,617,3,Ahmed,30,Giza,Cash
bottled water,1,834,3,Ahmed,30,Giza,Credit
"ice cream,bottled water",2,860,3,Ahmed,30,Giza,Credit
"bottled beer,shopping bags",2,2448,3,Ahmed,30,Giza,Cash
whole milk,1,1020,3,Ahmed,30,Giza,Cash
"chocolate,pot plants",2,1391,3,Ahmed,30,Giza,Credit
"citrus fruit,white bread,ketchup,fruit/vegetable juice,bottled beer,salty snack,popcorn,shopping bags",8,977,3,Ahmed,30,Giza,Credit
bottled beer,1,1839,3,Ahmed,30,Giza,Cash
"canned beer,liquor",2,2403,3,Ahmed,30,Giza,Credit
"sausage,ham,chicken,other vegetables,whole milk,butter,whipped/sour cream,cream cheese ",8,658,3,Ahmed,30,Giza,Cash
"onions,dessert,yogurt,domestic eggs,rolls/buns,brown bread,pastry,cat food,bottled water,soda,fruit/vegetable juice,long life bakery product,chocolate,female sanitary products,napkins",15,1345,3,Ahmed,30,Giza,Credit
"other vegetables,whole milk,yogurt,spices",4,1523,3,Ahmed,30,Giza,Credit
"berries,chewing gum,seasonal products,newspapers",4,2227,3,Ahmed,30,Giza,Cash
"whole milk,specialty bar",2,2067,3,Ahmed,30,Giza,Credit
"whole milk,specialty fat,soda",3,1248,3,Ahmed,30,Giza,Cash
"finished products,citrus fruit,yogurt,pastry,soda,waffles,shopping bags",7,1103,3,Ahmed,30,Giza,Cash
"fish,brown bread,pet care,napkins",4,2050,3,Ahmed,30,Giza,Credit
"berries,onions,whipped/sour cream,brown bread,pasta,liquor,dishes",7,792,3,Ahmed,30,Giza,Credit
"chicken,citrus fruit,yogurt,UHT-milk,soft cheese,rolls/buns,margarine,mustard,coffee,kitchen towels,candles",11,2382,3,Ahmed,30,Giza,Cash
"domestic eggs,rolls/buns",2,1295,3,Ahmed,30,Giza,Cash
"meat,pork,tropical fruit,whole milk,curd,rolls/buns,cat food,bottled water,soda",9,1972,3,Ahmed,30,Giza,Cash
"rolls/buns,newspapers",2,1821,3,Ahmed,30,Giza,Credit
chewing gum,1,2034,3,Ahmed,30,Giza,Credit
"dish cleaner,napkins",2,1068,3,Ahmed,30,Giza,Credit
"yogurt,organic products,shopping bags",3,322,3,Ahmed,30,Giza,Cash
"yogurt,bottled beer,liquor (appetizer),chewing gum",4,1455,3,Ahmed,30,Giza,Cash
"beef,whole milk,frozen vegetables,sweet spreads,candy,dish cleaner,dental care,photo/film",8,2084,3,Ahmed,30,Giza,Credit
"meat,beef,root vegetables,butter,flour,fruit/vegetable juice,whisky,white wine,napkins",9,659,3,Ahmed,30,Giza,Credit
"hamburger meat,yogurt,rolls/buns,artif. sweetener,sauces,dish cleaner,dishes",7,2366,3,Ahmed,30,Giza,Credit
"pip fruit,rolls/buns,sugar,sauces,newspapers",5,313,3,Ahmed,30,Giza,Credit
"UHT-milk,margarine,bottled water,soda",4,1790,3,Ahmed,30,Giza,Cash
"whole milk,coffee",2,892,3,Ahmed,30,Giza,Cash
"pasta,fruit/vegetable juice",2,1675,3,Ahmed,30,Giza,Cash
"beef,herbs,other vegetables,whole milk,dessert,yogurt,whipped/sour cream,mayonnaise,domestic eggs,brown bread,sweet spreads,cat food,soda,fruit/vegetable juice",14,1853,3,Ahmed,30,Giza,Cash
"meat,curd,white bread",3,2149,3,Ahmed,30,Giza,Cash
"canned beer,candy",2,1024,3,Ahmed,30,Giza,Credit
"yogurt,waffles",2,1250,3,Ahmed,30,Giza,Credit
"whipped/sour cream,candy",2,1935,3,Ahmed,30,Giza,Credit
"pip fruit,root vegetables,whole milk,whipped/sour cream,processed cheese,white bread,flour,fruit/vegetable juice,napkins",9,1141,3,Ahmed,30,Giza,Credit
"sausage,whipped/sour cream,white bread,baking powder",4,1833,3,Ahmed,30,Giza,Cash
"tropical fruit,whole milk,spread cheese,cat food,coffee,bottled water,soda,misc. beverages,fruit/vegetable juice,shopping bags",10,1111,3,Ahmed,30,Giza,Cash
"ham,pip fruit,other vegetables,cream cheese ,pastry,bottled beer",6,1091,3,Ahmed,30,Giza,Cash
bottled water,1,809,3,Ahmed,30,Giza,Credit
"ham,domestic eggs,brown bread,bottled water,chocolate marshmallow,seasonal products,napkins,newspapers",8,961,3,Ahmed,30,Giza,Cash
"curd,napkins",2,2497,3,Ahmed,30,Giza,Cash
long life bakery product,1,1354,3,Ahmed,30,Giza,Credit
"pork,butter,hard cheese,cream cheese ",4,1604,3,Ahmed,30,Giza,Credit
"sausage,other vegetables,yogurt,mayonnaise,rolls/buns,bottled water,soda,canned beer,shopping bags",9,2244,3,Ahmed,30,Giza,Cash
"yogurt,UHT-milk,rolls/buns,candles",4,728,3,Ahmed,30,Giza,Cash
"other vegetables,butter,yogurt,rolls/buns,pastry,margarine",6,1374,3,Ahmed,30,Giza,Credit
"root vegetables,whole milk,rolls/buns,specialty chocolate",4,1308,3,Ahmed,30,Giza,Credit
"sausage,yogurt,rolls/buns,pastry,dog food,soda",6,1603,3,Ahmed,30,Giza,Cash
"frankfurter,rolls/buns,brown bread,shopping bags",4,837,3,Ahmed,30,Giza,Cash
"yogurt,beverages,bottled beer,dishes",4,331,3,Ahmed,30,Giza,Cash
"soda,misc. beverages,sparkling wine,chewing gum,specialty chocolate,shopping bags",6,898,3,Ahmed,30,Giza,Credit
"pastry,soda",2,2234,3,Ahmed,30,Giza,Credit
bottled beer,1,2326,3,Ahmed,30,Giza,Credit
"sausage,bottled beer,liquor,red/blush wine",4,1762,3,Ahmed,30,Giza,Cash
"citrus fruit,whole milk",2,2058,3,Ahmed,30,Giza,Cash
"fish,rolls/buns,pot plants",3,893,3,Ahmed,30,Giza,Cash
"pip fruit,yogurt",2,977,3,Ahmed,30,Giza,Cash
"pork,tropical fruit,white bread,soda,bottled beer",5,1917,3,Ahmed,30,Giza,Cash
"misc. beverages,canned beer",2,667,3,Ahmed,30,Giza,Cash
"pork,beef,other vegetables,curd,whipped/sour cream,specialty cheese,dental care,shopping bags",8,2323,3,Ahmed,30,Giza,Cash
pot plants,1,769,3,Ahmed,30,Giza,Credit
soft cheese,1,567,3,Ahmed,30,Giza,Cash
"chicken,soda,liquor,white wine,shopping bags",5,2486,3,Ahmed,30,Giza,Credit
waffles,1,1911,3,Ahmed,30,Giza,Cash
"soda,fruit/vegetable juice,cake bar,candy,candles",5,2314,3,Ahmed,30,Giza,Cash
"root vegetables,other vegetables,yogurt,rolls/buns,flour",5,2474,3,Ahmed,30,Giza,Credit
"pasta,soda,snack products,cake bar",4,865,3,Ahmed,30,Giza,Cash
baking powder,1,738,3,Ahmed,30,Giza,Cash
"whole milk,frozen meals,specialty chocolate",3,1324,3,Ahmed,30,Giza,Credit
"zwieback,long life bakery product,dental care",3,1690,3,Ahmed,30,Giza,Cash
"tropical fruit,other vegetables,butter milk,curd cheese,sugar,fruit/vegetable juice,bottled beer,chocolate,candles",9,787,3,Ahmed,30,Giza,Cash
"pip fruit,soft cheese,tidbits",3,1587,3,Ahmed,30,Giza,Credit
hygiene articles,1,201,3,Ahmed,30,Giza,Cash
"rolls/buns,soda,canned beer",3,1502,3,Ahmed,30,Giza,Cash
"yogurt,condensed milk,pet care,house keeping products,shopping bags",5,1887,3,Ahmed,30,Giza,Credit
"beef,whole milk,margarine,salty snack",4,1899,3,Ahmed,30,Giza,Credit
"frankfurter,liver loaf,pip fruit,whole milk,yogurt,beverages,cream cheese ,frozen vegetables,frozen meals,brown bread,pastry,cereals,bottled water,soda,fruit/vegetable juice,kitchen towels",16,1521,3,Ahmed,30,Giza,Cash
"sausage,packaged fruit/vegetables,whole milk,brown bread,bottled water,newspapers",6,2020,3,Ahmed,30,Giza,Cash
napkins,1,1949,3,Ahmed,30,Giza,Credit
"tropical fruit,berries,other vegetables,butter,curd,UHT-milk,hard cheese,domestic eggs,rolls/buns",9,1650,3,Ahmed,30,Giza,Cash
canned beer,1,1525,3,Ahmed,30,Giza,Credit
"frankfurter,onions,herbs,other vegetables,yogurt,whipped/sour cream,fruit/vegetable juice",7,1126,3,Ahmed,30,Giza,Cash
"sausage,hamburger meat,berries,UHT-milk,cat food,soda,salty snack,napkins",8,1467,3,Ahmed,30,Giza,Cash
"pip fruit,onions,other vegetables,whole milk,butter,soft cheese,domestic eggs,white bread,margarine,cocoa drinks,bottled water,fruit/vegetable juice,chocolate",13,404,3,Ahmed,30,Giza,Credit
"pet care,instant coffee,soda,specialty chocolate",4,960,3,Ahmed,30,Giza,Credit
canned beer,1,565,3,Ahmed,30,Giza,Credit
"ham,frozen potato products,white bread,pastry,cat food,bottled water,soda,candy,sound storage medium,shopping bags",10,2048,3,Ahmed,30,Giza,Cash
"processed cheese,rolls/buns,detergent,dish cleaner,flower soil/fertilizer",5,1621,3,Ahmed,30,Giza,Credit
"citrus fruit,specialty bar",2,1612,3,Ahmed,30,Giza,Credit
"pastry,sugar,coffee,liquor (appetizer)",4,1339,3,Ahmed,30,Giza,Credit
"bottled water,misc. beverages,liquor,chewing gum",4,2093,3,Ahmed,30,Giza,Cash
"tropical fruit,UHT-milk,pastry,chocolate,napkins,shopping bags",6,2262,3,Ahmed,30,Giza,Cash
"ham,hamburger meat,whole milk,yogurt,domestic eggs,white bread,Instant food products,chocolate",8,809,3,Ahmed,30,Giza,Cash
"frankfurter,tropical fruit,domestic eggs,rolls/buns,soda,fruit/vegetable juice",6,961,3,Ahmed,30,Giza,Cash
"meat,root vegetables,whole milk",3,322,3,Ahmed,30,Giza,Cash
"yogurt,brown bread,margarine,napkins",4,206,3,Ahmed,30,Giza,Credit
"tidbits,canned beer,red/blush wine",3,1753,3,Ahmed,30,Giza,Credit
"waffles,specialty chocolate",2,266,3,Ahmed,30,Giza,Credit
"tropical fruit,other vegetables,skin care",3,1524,3,Ahmed,30,Giza,Cash
"pip fruit,whole milk,butter,cream cheese ,domestic eggs,shopping bags",6,1355,3,Ahmed,30,Giza,Credit
"ham,chicken,citrus fruit,tropical fruit,yogurt,whipped/sour cream,domestic eggs",7,2472,3,Ahmed,30,Giza,Cash
"other vegetables,whole milk,butter milk,yogurt,cream cheese ,domestic eggs,rolls/buns,brown bread,soda,fruit/vegetable juice,canned beer,red/blush wine,long life bakery product,chocolate,shopping bags",15,1919,3,Ahmed,30,Giza,Credit
"sausage,whole milk,condensed milk,canned fish,soda,dishes",6,700,3,Ahmed,30,Giza,Credit
"canned beer,shopping bags",2,2008,3,Ahmed,30,Giza,Cash
"ham,root vegetables,whole milk,curd,yogurt,frozen meals,domestic eggs,white bread,roll products ,flour,pasta,sugar,meat spreads,chewing gum",14,784,3,Ahmed,30,Giza,Credit
"sausage,tropical fruit,nuts/prunes,other vegetables,curd",5,2430,3,Ahmed,30,Giza,Credit
"dessert,UHT-milk,cream cheese ,domestic eggs,brown bread,coffee,bottled water,soda,shopping bags",9,1885,3,Ahmed,30,Giza,Cash
"pork,other vegetables,whole milk,domestic eggs",4,982,3,Ahmed,30,Giza,Credit
seasonal products,1,1608,3,Ahmed,30,Giza,Credit
"whole milk,curd,yogurt,chocolate marshmallow,candy,newspapers",6,2361,3,Ahmed,30,Giza,Cash
salty snack,1,638,3,Ahmed,30,Giza,Credit
"tropical fruit,pip fruit,UHT-milk,sugar,cat food,coffee,long life bakery product,chocolate,hygiene articles",9,236,3,Ahmed,30,Giza,Credit
"whole milk,rolls/buns,hygiene articles,napkins,house keeping products",5,1077,3,Ahmed,30,Giza,Credit
"beef,curd,cream cheese ,soda,photo/film",5,2441,3,Ahmed,30,Giza,Cash
"root vegetables,other vegetables,whole milk,rolls/buns,pastry,bottled water,soda,waffles,cake bar",9,2123,3,Ahmed,30,Giza,Credit
"sausage,pip fruit,whole milk,yogurt,sliced cheese,cream cheese ,pastry,soda,shopping bags",9,2006,3,Ahmed,30,Giza,Credit
"sausage,soft cheese,rolls/buns,brown bread",4,526,3,Ahmed,30,Giza,Cash
bottled water,1,1203,3,Ahmed,30,Giza,Credit
"frankfurter,chicken,ice cream,rolls/buns",4,1008,3,Ahmed,30,Giza,Credit
"ham,citrus fruit,butter milk,yogurt,cream cheese ,rolls/buns,dog food,female sanitary products,napkins,pot plants",10,2092,3,Ahmed,30,Giza,Cash
"other vegetables,frozen fish,newspapers",3,2051,3,Ahmed,30,Giza,Cash
soda,1,1594,3,Ahmed,30,Giza,Credit
"whipped/sour cream,rolls/buns,pastry,soda,salty snack,chewing gum,cleaner,female sanitary products,shopping bags",9,1148,3,Ahmed,30,Giza,Credit
"yogurt,beverages",2,1446,3,Ahmed,30,Giza,Cash
"sausage,salty snack,seasonal products",3,1367,3,Ahmed,30,Giza,Cash
specialty chocolate,1,496,3,Ahmed,30,Giza,Credit
"citrus fruit,onions,hard cheese,specialty cheese,frozen vegetables,frozen dessert,domestic eggs,rolls/buns",8,1363,3,Ahmed,30,Giza,Cash
yogurt,1,759,3,Ahmed,30,Giza,Cash
"frozen meals,soda",2,2201,3,Ahmed,30,Giza,Cash
"onions,canned beer,shopping bags",3,100,3,Ahmed,30,Giza,Credit
whipped/sour cream,1,2197,3,Ahmed,30,Giza,Cash
"sausage,pip fruit,yogurt,white bread,soda",5,1103,3,Ahmed,30,Giza,Credit
photo/film,1,169,3,Ahmed,30,Giza,Cash
"frankfurter,soda",2,1000,3,Ahmed,30,Giza,Cash
"ham,root vegetables,onions,other vegetables,whole milk,whipped/sour cream,soft cheese,sliced cheese,hard cheese,cream cheese ,specialty cheese,domestic eggs,salt,canned fish,napkins",15,1721,3,Ahmed,30,Giza,Credit
"citrus fruit,pip fruit,root vegetables,yogurt,margarine,dishes",6,2066,3,Ahmed,30,Giza,Cash
"sausage,meat,other vegetables,yogurt,whipped/sour cream,domestic eggs,semi-finished bread,instant coffee,bottled water,soda,bottled beer,newspapers,shopping bags",13,1264,3,Ahmed,30,Giza,Cash
"pork,root vegetables,whole milk,dog food,soda,hygiene articles,shopping bags",7,298,3,Ahmed,30,Giza,Cash
"sausage,meat,pork,citrus fruit,curd,UHT-milk,brown bread,sugar,soda,fruit/vegetable juice,cookware,house keeping products",12,1464,3,Ahmed,30,Giza,Credit
"yogurt,coffee",2,1819,3,Ahmed,30,Giza,Cash
"meat,tropical fruit,root vegetables,other vegetables,whole milk,butter,whipped/sour cream,frozen meals,rolls/buns,hygiene articles",10,779,3,Ahmed,30,Giza,Credit
"curd,whipped/sour cream,pudding powder,coffee,long life bakery product",5,890,3,Ahmed,30,Giza,Cash
"finished products,bottled water,specialty bar,newspapers",4,1968,3,Ahmed,30,Giza,Credit
"ham,onions,other vegetables,whole milk,whipped/sour cream,soft cheese,sliced cheese,brown bread,canned vegetables,sweet spreads,salty snack,specialty chocolate,dishes",13,1441,3,Ahmed,30,Giza,Credit
"frankfurter,sausage,pork,onions,other vegetables,rolls/buns,semi-finished bread,newspapers,shopping bags",9,1207,3,Ahmed,30,Giza,Cash
other vegetables,1,1907,3,Ahmed,30,Giza,Credit
whole milk,1,1317,3,Ahmed,30,Giza,Cash
"frankfurter,whole milk,frozen meals,domestic eggs,white bread,pastry,bottled beer,chocolate",8,180,3,Ahmed,30,Giza,Credit
soda,1,1247,3,Ahmed,30,Giza,Cash
"beef,salty snack",2,1004,3,Ahmed,30,Giza,Cash
"sausage,root vegetables,sugar,sweet spreads,fruit/vegetable juice,bottled beer,salty snack,shopping bags",8,1684,3,Ahmed,30,Giza,Cash
"frankfurter,sausage,liver loaf,chicken,pork,root vegetables,whole milk,whipped/sour cream,sliced cheese,frozen vegetables,bottled water,fruit/vegetable juice,salty snack,long life bakery product",14,1082,3,Ahmed,30,Giza,Cash
"turkey,citrus fruit,butter,whipped/sour cream,hard cheese,white bread",6,991,3,Ahmed,30,Giza,Credit
"yogurt,bottled water,soda,bottled beer,chocolate,female sanitary products",6,1535,3,Ahmed,30,Giza,Credit
"root vegetables,other vegetables,mayonnaise,soda,chocolate,specialty chocolate",6,1528,3,Ahmed,30,Giza,Cash
"sausage,root vegetables,bottled beer,skin care",4,985,3,Ahmed,30,Giza,Cash
hamburger meat,1,1773,3,Ahmed,30,Giza,Credit
"whole milk,baking powder,waffles,cleaner,newspapers",5,686,3,Ahmed,30,Giza,Credit
seasonal products,1,105,3,Ahmed,30,Giza,Cash
"root vegetables,other vegetables",2,170,3,Ahmed,30,Giza,Cash
"hamburger meat,other vegetables,whole milk,pot plants",4,2325,3,Ahmed,30,Giza,Credit
"pip fruit,root vegetables,other vegetables,whole milk,rolls/buns,brown bread,canned beer,newspapers,pot plants",9,813,3,Ahmed,30,Giza,Cash
"whole milk,butter,soft cheese",3,397,3,Ahmed,30,Giza,Credit
"rolls/buns,brown bread,soda",3,2179,3,Ahmed,30,Giza,Credit
