items,count,total,rnd,customer,age,city,paymentType
"root vegetables,other vegetables,whole milk,sliced cheese,frozen vegetables,frozen fish,frozen dessert,chocolate",8,550,14,Magdy,36,Sohag,Cash
"yogurt,salt,jam,sparkling wine,cleaner",5,755,14,Magdy,36,Sohag,Cash
tropical fruit,1,480,14,Magdy,36,Sohag,Cash
"whole milk,curd,sliced cheese,cat food,coffee",5,2014,14,Magdy,36,Sohag,Credit
"UHT-milk,frozen dessert,fruit/vegetable juice,decalcifier,newspapers",5,2174,14,Magdy,36,Sohag,Cash
"meat,rolls/buns,soda,specialty bar",4,2259,14,Magdy,36,Sohag,Cash
hamburger meat,1,963,14,Magdy,36,Sohag,Cash
"whole milk,chewing gum",2,1691,14,Magdy,36,Sohag,Cash
"turkey,root vegetables,other vegetables,curd,bottled beer,specialty chocolate",6,1467,14,Magdy,36,Sohag,Cash
"citrus fruit,onions,whole milk,curd,yogurt,rolls/buns,pasta,mustard,dog food,canned beer",10,809,14,Magdy,36,Sohag,Cash
"yogurt,beverages,coffee",3,876,14,Magdy,36,Sohag,Credit
"whole milk,rolls/buns,chocolate",3,393,14,Magdy,36,Sohag,Credit
"packaged fruit/vegetables,pot plants",2,1585,14,Magdy,36,Sohag,Credit
"tropical fruit,root vegetables,frozen vegetables,ice cream,bottled water,cling film/bags",6,588,14,Magdy,36,Sohag,Cash
"pork,citrus fruit,UHT-milk,brown bread,soda,bottled beer,canned beer,long life bakery product",8,2191,14,Magdy,36,Sohag,Credit
"berries,root vegetables,whole milk,beverages,sugar,soups,coffee,shopping bags",8,297,14,Magdy,36,Sohag,Credit
"finished products,organic sausage,sliced cheese,white bread,fruit/vegetable juice",5,2396,14,Magdy,36,Sohag,Credit
beef,1,551,14,Magdy,36,Sohag,Cash
"butter milk,yogurt",2,1003,14,Magdy,36,Sohag,Cash
"meat,chicken,root vegetables,whole milk,oil",5,2136,14,Magdy,36,Sohag,Credit
"frankfurter,other vegetables,specialty cheese,chewing gum",4,932,14,Magdy,36,Sohag,Credit
root vegetables,1,2391,14,Magdy,36,Sohag,Cash
"tropical fruit,whole milk,white bread,brown bread,misc. beverages,bottled beer",6,485,14,Magdy,36,Sohag,Cash
"other vegetables,whole milk,yogurt,specialty cheese,cereals,bottled beer,long life bakery product",7,167,14,Magdy,36,Sohag,Credit
pork,1,2090,14,Magdy,36,Sohag,Cash
"UHT-milk,domestic eggs,brown bread,coffee,soda,canned beer,liquor (appetizer),newspapers",8,1212,14,Magdy,36,Sohag,Credit
"sausage,hamburger meat,tropical fruit,onions,other vegetables,butter,yogurt,white bread,brown bread,margarine,cat food",11,1667,14,Magdy,36,Sohag,Cash
"ham,whole milk,processed cheese,white bread,semi-finished bread,bottled water,soda,fruit/vegetable juice,popcorn,chewing gum,shopping bags",11,637,14,Magdy,36,Sohag,Cash
"soda,candy",2,2307,14,Magdy,36,Sohag,Credit
"meat,citrus fruit,root vegetables,other vegetables,whipped/sour cream,semi-finished bread,salty snack",7,1282,14,Magdy,36,Sohag,Credit
"citrus fruit,grapes,curd,bottled water,waffles",5,1423,14,Magdy,36,Sohag,Cash
"pork,frozen meals,frozen fish,shopping bags",4,1954,14,Magdy,36,Sohag,Cash
"sausage,meat,other vegetables,brown bread,canned fish,bottled water,canned beer,liquor (appetizer),shopping bags",9,1926,14,Magdy,36,Sohag,Credit
"citrus fruit,yogurt,whipped/sour cream,soda,cookware",5,1425,14,Magdy,36,Sohag,Credit
"other vegetables,yogurt,cream cheese ",3,2121,14,Magdy,36,Sohag,Cash
shopping bags,1,827,14,Magdy,36,Sohag,Cash
"chicken,pork,grapes,other vegetables,domestic eggs,rolls/buns,pastry,soda,specialty bar",9,438,14,Magdy,36,Sohag,Cash
"other vegetables,rolls/buns,bottled water,fruit/vegetable juice,canned beer,whisky,shopping bags",7,2049,14,Magdy,36,Sohag,Credit
"sausage,meat,pork,whole milk,butter,whipped/sour cream,frozen vegetables,frozen dessert,white bread,brown bread,pastry,coffee",12,1301,14,Magdy,36,Sohag,Credit
"rolls/buns,brown bread",2,607,14,Magdy,36,Sohag,Credit
"sausage,other vegetables,whole milk",3,925,14,Magdy,36,Sohag,Credit
"sausage,meat,chicken,root vegetables,other vegetables,whole milk,salt,salty snack",8,847,14,Magdy,36,Sohag,Credit
coffee,1,2171,14,Magdy,36,Sohag,Credit
"meat,beef,tropical fruit,pip fruit,berries,other vegetables,whole milk,white bread,brown bread,sugar,detergent",11,1701,14,Magdy,36,Sohag,Credit
"dessert,dishes",2,2359,14,Magdy,36,Sohag,Cash
"frankfurter,bottled beer",2,2361,14,Magdy,36,Sohag,Cash
"sausage,meat,grapes,other vegetables,yogurt,soft cheese,domestic eggs,rolls/buns,margarine,soda,chocolate",11,635,14,Magdy,36,Sohag,Cash
"frozen meals,pet care,soda",3,141,14,Magdy,36,Sohag,Credit
oil,1,2447,14,Magdy,36,Sohag,Cash
herbs,1,2341,14,Magdy,36,Sohag,Cash
yogurt,1,1119,14,Magdy,36,Sohag,Cash
soda,1,2193,14,Magdy,36,Sohag,Cash
"ice cream,soda,bottled beer,chocolate marshmallow",4,689,14,Magdy,36,Sohag,Credit
"meat,bottled beer,shopping bags",3,1713,14,Magdy,36,Sohag,Credit
"citrus fruit,whole milk,butter milk,whipped/sour cream",4,2201,14,Magdy,36,Sohag,Cash
"tropical fruit,other vegetables,waffles,napkins",4,1503,14,Magdy,36,Sohag,Cash
baby cosmetics,1,2190,14,Magdy,36,Sohag,Cash
spices,1,1249,14,Magdy,36,Sohag,Cash
"hamburger meat,citrus fruit,tropical fruit,rolls/buns,rice,coffee",6,1838,14,Magdy,36,Sohag,Credit
"napkins,dishes",2,305,14,Magdy,36,Sohag,Cash
"yogurt,frozen vegetables,sweet spreads,bottled water,skin care,newspapers",6,773,14,Magdy,36,Sohag,Credit
frozen vegetables,1,1640,14,Magdy,36,Sohag,Cash
rolls/buns,1,2094,14,Magdy,36,Sohag,Credit
"chicken,citrus fruit,onions,bottled water",4,2347,14,Magdy,36,Sohag,Cash
"soda,bottled beer,house keeping products",3,1129,14,Magdy,36,Sohag,Credit
"frankfurter,pip fruit,other vegetables,whole milk",4,169,14,Magdy,36,Sohag,Credit
"butter milk,coffee",2,1667,14,Magdy,36,Sohag,Cash
rolls/buns,1,1003,14,Magdy,36,Sohag,Credit
"tropical fruit,pastry,soda",3,1441,14,Magdy,36,Sohag,Cash
"whole milk,butter,yogurt,frozen meals,bottled water,bottled beer,canned beer,chocolate,flower (seeds)",9,2373,14,Magdy,36,Sohag,Credit
root vegetables,1,793,14,Magdy,36,Sohag,Cash
"rolls/buns,meat spreads",2,1360,14,Magdy,36,Sohag,Credit
"pork,hamburger meat,yogurt,cream cheese ,spread cheese,frozen vegetables,pasta,instant coffee,soda,waffles,specialty bar,seasonal products",12,2038,14,Magdy,36,Sohag,Credit
"whole milk,curd,yogurt,frozen vegetables,margarine,ketchup,cereals,canned fish,soda,cling film/bags",10,1781,14,Magdy,36,Sohag,Credit
"citrus fruit,pip fruit,other vegetables,canned vegetables",4,376,14,Magdy,36,Sohag,Credit
"root vegetables,butter,pot plants",3,597,14,Magdy,36,Sohag,Cash
"whipped/sour cream,female sanitary products",2,1658,14,Magdy,36,Sohag,Credit
"ice cream,soda,fruit/vegetable juice",3,368,14,Magdy,36,Sohag,Cash
"whole milk,pot plants",2,2421,14,Magdy,36,Sohag,Cash
"sausage,pork,fish,citrus fruit,berries,whipped/sour cream,soda,fruit/vegetable juice,bathroom cleaner,soap",10,1785,14,Magdy,36,Sohag,Cash
"other vegetables,yogurt,fruit/vegetable juice,shopping bags",4,325,14,Magdy,36,Sohag,Credit
"citrus fruit,tropical fruit,other vegetables",3,510,14,Magdy,36,Sohag,Credit
"root vegetables,onions,other vegetables,yogurt,frozen meals,vinegar,canned vegetables,soda,salty snack,napkins",10,1354,14,Magdy,36,Sohag,Credit
"butter milk,specialty chocolate",2,1340,14,Magdy,36,Sohag,Cash
brown bread,1,2290,14,Magdy,36,Sohag,Credit
"bottled beer,canned beer",2,519,14,Magdy,36,Sohag,Cash
"sausage,ham,whole milk,dessert,margarine,baking powder,bottled water",7,1288,14,Magdy,36,Sohag,Cash
other vegetables,1,578,14,Magdy,36,Sohag,Cash
"rolls/buns,soda",2,1527,14,Magdy,36,Sohag,Cash
"frankfurter,whole milk,brown bread,cake bar,specialty bar,shopping bags",6,307,14,Magdy,36,Sohag,Cash
"pip fruit,other vegetables,whole milk,yogurt,beverages,frozen potato products,rolls/buns,fruit/vegetable juice",8,2052,14,Magdy,36,Sohag,Credit
soda,1,1391,14,Magdy,36,Sohag,Credit
"frankfurter,onions,soft cheese,white bread,pastry,salt,chocolate,newspapers,shopping bags",9,1152,14,Magdy,36,Sohag,Credit
"bottled water,fruit/vegetable juice",2,799,14,Magdy,36,Sohag,Cash
chocolate,1,1293,14,Magdy,36,Sohag,Credit
"pork,beef,root vegetables,whole milk,pasta,margarine,jam,bottled water",8,1880,14,Magdy,36,Sohag,Cash
"chicken,hamburger meat,other vegetables",3,2003,14,Magdy,36,Sohag,Credit
"sausage,citrus fruit,pip fruit,root vegetables,herbs,other vegetables,curd,yogurt,soft cheese,cat food,shopping bags",11,1597,14,Magdy,36,Sohag,Cash
salty snack,1,1588,14,Magdy,36,Sohag,Credit
other vegetables,1,1036,14,Magdy,36,Sohag,Cash
"hamburger meat,whole milk,whipped/sour cream",3,1808,14,Magdy,36,Sohag,Cash
"pip fruit,yogurt,sliced cheese,frozen vegetables,domestic eggs,pickled vegetables,specialty vegetables,female sanitary products,napkins",9,2255,14,Magdy,36,Sohag,Credit
"hard cheese,soda",2,844,14,Magdy,36,Sohag,Cash
"bottled water,soda,bottled beer,dental care",4,2184,14,Magdy,36,Sohag,Cash
whipped/sour cream,1,2166,14,Magdy,36,Sohag,Cash
"UHT-milk,hygiene articles,cling film/bags,newspapers",4,519,14,Magdy,36,Sohag,Cash
"pip fruit,whole milk,yogurt",3,384,14,Magdy,36,Sohag,Credit
"oil,margarine,bottled water,red/blush wine,waffles",5,902,14,Magdy,36,Sohag,Cash
"pastry,candles",2,2410,14,Magdy,36,Sohag,Credit
whole milk,1,389,14,Magdy,36,Sohag,Cash
"rolls/buns,pastry,soda",3,2299,14,Magdy,36,Sohag,Credit
processed cheese,1,107,14,Magdy,36,Sohag,Credit
"beef,root vegetables,herbs,curd,rolls/buns,bottled beer",6,1729,14,Magdy,36,Sohag,Credit
"ham,beef,citrus fruit,tropical fruit,cream cheese ,bottled water,newspapers",7,337,14,Magdy,36,Sohag,Cash
"root vegetables,other vegetables",2,691,14,Magdy,36,Sohag,Credit
"spread cheese,rolls/buns",2,1627,14,Magdy,36,Sohag,Credit
"frankfurter,meat,hamburger meat,citrus fruit,whole milk,cream cheese ,domestic eggs,pastry,dishes",9,913,14,Magdy,36,Sohag,Credit
"frankfurter,domestic eggs,rolls/buns",3,2201,14,Magdy,36,Sohag,Cash
"other vegetables,cream cheese ,white bread,jam,coffee,bottled water,soda,fruit/vegetable juice,canned beer,red/blush wine,cling film/bags",11,970,14,Magdy,36,Sohag,Cash
"butter,oil,cling film/bags",3,699,14,Magdy,36,Sohag,Cash
"sausage,pip fruit,hard cheese,rolls/buns,soda",5,2463,14,Magdy,36,Sohag,Credit
"whole milk,brown bread,chocolate,house keeping products,newspapers",5,1325,14,Magdy,36,Sohag,Credit
"butter milk,tea,fruit/vegetable juice,bottled beer,red/blush wine,shopping bags",6,1387,14,Magdy,36,Sohag,Credit
"rolls/buns,zwieback,chocolate marshmallow,dishes",4,2173,14,Magdy,36,Sohag,Credit
bottled beer,1,107,14,Magdy,36,Sohag,Credit
"frankfurter,whole milk,UHT-milk,hard cheese,mayonnaise,rolls/buns,brown bread,margarine,newspapers",9,177,14,Magdy,36,Sohag,Credit
"frankfurter,citrus fruit,tropical fruit,pip fruit,other vegetables,whole milk,curd,yogurt,whipped/sour cream,domestic eggs,sugar,bottled water,salty snack,candy,hygiene articles",15,723,14,Magdy,36,Sohag,Credit
"pip fruit,other vegetables,whole milk,yogurt,brown bread,pastry",6,1040,14,Magdy,36,Sohag,Credit
"frankfurter,root vegetables,whole milk,frozen vegetables,coffee,soda,long life bakery product,napkins,house keeping products,newspapers,shopping bags",11,747,14,Magdy,36,Sohag,Credit
canned beer,1,1173,14,Magdy,36,Sohag,Credit
"sausage,ham,pip fruit,whole milk,butter milk,yogurt,hard cheese,spread cheese,rolls/buns,pastry,margarine,salty snack,shopping bags",13,1552,14,Magdy,36,Sohag,Credit
"berries,root vegetables,whole milk,curd,frozen fish,domestic eggs,rolls/buns",7,1884,14,Magdy,36,Sohag,Cash
"other vegetables,rolls/buns,soda",3,1454,14,Magdy,36,Sohag,Cash
"onions,other vegetables,specialty cheese",3,749,14,Magdy,36,Sohag,Cash
"rolls/buns,soda,waffles,chewing gum",4,954,14,Magdy,36,Sohag,Cash
"citrus fruit,pip fruit,root vegetables,onions,herbs,other vegetables,whole milk,butter,processed cheese,frozen vegetables,bottled water,red/blush wine,long life bakery product,chocolate,rubbing alcohol,hygiene articles,napkins",17,912,14,Magdy,36,Sohag,Credit
"meat,finished products,white bread,long life bakery product,shopping bags",5,595,14,Magdy,36,Sohag,Cash
"beef,root vegetables,other vegetables,whole milk,dessert,yogurt,rolls/buns,margarine,jam,soda,liquor (appetizer),waffles,chocolate marshmallow,candy,bathroom cleaner,light bulbs",16,1415,14,Magdy,36,Sohag,Credit
"rolls/buns,pastry",2,1574,14,Magdy,36,Sohag,Credit
"citrus fruit,tropical fruit,pip fruit,grapes,berries,root vegetables,other vegetables,beverages,Instant food products,long life bakery product",10,2436,14,Magdy,36,Sohag,Cash
"rolls/buns,canned fruit",2,2212,14,Magdy,36,Sohag,Cash
"chicken,pork,butter,candles",4,2337,14,Magdy,36,Sohag,Credit
root vegetables,1,814,14,Magdy,36,Sohag,Cash
"canned beer,male cosmetics",2,2458,14,Magdy,36,Sohag,Cash
"pork,brown bread,salt,liquor,shopping bags",5,1747,14,Magdy,36,Sohag,Credit
beef,1,1079,14,Magdy,36,Sohag,Cash
"ham,frozen meals,rolls/buns,canned fish,coffee,instant coffee",6,731,14,Magdy,36,Sohag,Cash
whole milk,1,2398,14,Magdy,36,Sohag,Credit
"other vegetables,whole milk",2,2186,14,Magdy,36,Sohag,Cash
"soda,shopping bags",2,2319,14,Magdy,36,Sohag,Credit
"frankfurter,pork,tropical fruit,whole milk,whipped/sour cream,frozen vegetables,frozen fish,margarine,newspapers",9,817,14,Magdy,36,Sohag,Cash
"hamburger meat,pip fruit,other vegetables,whole milk,yogurt,cream cheese ,margarine,sugar,baking powder,meat spreads,bottled water,chewing gum",12,1412,14,Magdy,36,Sohag,Credit
"salty snack,female sanitary products",2,315,14,Magdy,36,Sohag,Cash
"chicken,root vegetables,onions,other vegetables,frozen vegetables,cake bar",6,298,14,Magdy,36,Sohag,Cash
other vegetables,1,509,14,Magdy,36,Sohag,Credit
"flour,sugar,cat food,misc. beverages,waffles",5,1715,14,Magdy,36,Sohag,Cash
"whole milk,processed cheese,mayonnaise,margarine,mustard,cat food,coffee,bottled water",8,2393,14,Magdy,36,Sohag,Credit
"whipped/sour cream,domestic eggs,bottled water,soda",4,1723,14,Magdy,36,Sohag,Credit
"frankfurter,sausage,butter,dessert,spread cheese,white bread,pastry,coffee,waffles",9,843,14,Magdy,36,Sohag,Credit
"dessert,yogurt,brown bread,pastry,soda,long life bakery product,cake bar,light bulbs",8,797,14,Magdy,36,Sohag,Cash
"bottled water,soda",2,331,14,Magdy,36,Sohag,Credit
"mayonnaise,white bread,soda",3,572,14,Magdy,36,Sohag,Cash
"sausage,meat,other vegetables,frozen vegetables,rolls/buns",5,100,14,Magdy,36,Sohag,Cash
"pip fruit,canned beer,white wine",3,1382,14,Magdy,36,Sohag,Credit
"other vegetables,frozen fish,vinegar",3,1544,14,Magdy,36,Sohag,Credit
"chicken,beef,root vegetables,brown bread,margarine,cat food,bottled water,soda",8,694,14,Magdy,36,Sohag,Cash
"pork,whipped/sour cream,ice cream,rolls/buns,bottled water,chocolate,dish cleaner",7,1316,14,Magdy,36,Sohag,Credit
"coffee,soda",2,1082,14,Magdy,36,Sohag,Cash
"meat,other vegetables,whole milk,whipped/sour cream,rolls/buns,margarine,soda,shopping bags",8,789,14,Magdy,36,Sohag,Cash
sausage,1,414,14,Magdy,36,Sohag,Cash
"organic sausage,whole milk,yogurt,soft cheese,cream cheese ,fruit/vegetable juice,napkins,shopping bags",8,1437,14,Magdy,36,Sohag,Credit
"frozen fish,canned beer,waffles",3,573,14,Magdy,36,Sohag,Credit
frozen meals,1,131,14,Magdy,36,Sohag,Cash
"whole milk,butter,curd,yogurt,whipped/sour cream,rolls/buns",6,1919,14,Magdy,36,Sohag,Cash
"herbs,bottled water,napkins",3,1287,14,Magdy,36,Sohag,Credit
"whole milk,UHT-milk,domestic eggs,newspapers",4,2247,14,Magdy,36,Sohag,Cash
"other vegetables,pet care",2,1389,14,Magdy,36,Sohag,Cash
"sausage,other vegetables,semi-finished bread,soda",4,800,14,Magdy,36,Sohag,Credit
"frankfurter,root vegetables,butter milk,rolls/buns,semi-finished bread,ready soups,bottled water,misc. beverages,shopping bags",9,1396,14,Magdy,36,Sohag,Cash
UHT-milk,1,1964,14,Magdy,36,Sohag,Credit
"soda,fruit/vegetable juice",2,1939,14,Magdy,36,Sohag,Cash
"sausage,pork,other vegetables,rolls/buns,pickled vegetables,specialty bar,shopping bags",7,1132,14,Magdy,36,Sohag,Cash
"chicken,whipped/sour cream,ice cream,frozen potato products,soda,candy,shopping bags",7,180,14,Magdy,36,Sohag,Credit
soda,1,2353,14,Magdy,36,Sohag,Cash
"sausage,hamburger meat,rolls/buns,soda",4,785,14,Magdy,36,Sohag,Credit
"bottled beer,shopping bags",2,1660,14,Magdy,36,Sohag,Cash
"rolls/buns,brown bread",2,1252,14,Magdy,36,Sohag,Cash
"root vegetables,whole milk,soda,detergent,softener,dish cleaner,photo/film",7,1770,14,Magdy,36,Sohag,Cash
"chicken,pork,frozen vegetables,frozen meals,rolls/buns,soda,long life bakery product",7,557,14,Magdy,36,Sohag,Credit
brown bread,1,2183,14,Magdy,36,Sohag,Credit
pastry,1,2127,14,Magdy,36,Sohag,Cash
"sausage,margarine,newspapers",3,1396,14,Magdy,36,Sohag,Cash
cooking chocolate,1,1397,14,Magdy,36,Sohag,Credit
shopping bags,1,400,14,Magdy,36,Sohag,Credit
"chocolate,candy",2,1717,14,Magdy,36,Sohag,Credit
"UHT-milk,artif. sweetener,bottled water",3,225,14,Magdy,36,Sohag,Credit
"tropical fruit,root vegetables,whole milk,frozen vegetables,domestic eggs,brown bread,semi-finished bread,canned beer",8,970,14,Magdy,36,Sohag,Cash
pork,1,354,14,Magdy,36,Sohag,Cash
domestic eggs,1,785,14,Magdy,36,Sohag,Credit
"Instant food products,canned vegetables,salty snack",3,1790,14,Magdy,36,Sohag,Credit
"ham,tropical fruit,pip fruit,root vegetables,domestic eggs,napkins,newspapers",7,350,14,Magdy,36,Sohag,Cash
"frankfurter,other vegetables,frozen vegetables,waffles,cake bar",5,1603,14,Magdy,36,Sohag,Credit
napkins,1,1615,14,Magdy,36,Sohag,Cash
"other vegetables,frozen vegetables,domestic eggs,rolls/buns,canned vegetables,soda,hygiene articles,flower (seeds),shopping bags",9,2065,14,Magdy,36,Sohag,Credit
"cat food,bottled water,soda,white wine,salty snack,napkins,kitchen towels",7,2218,14,Magdy,36,Sohag,Credit
"tropical fruit,yogurt,coffee,newspapers",4,922,14,Magdy,36,Sohag,Credit
canned beer,1,980,14,Magdy,36,Sohag,Credit
rolls/buns,1,1843,14,Magdy,36,Sohag,Credit
"frozen meals,rolls/buns,brown bread",3,1125,14,Magdy,36,Sohag,Cash
"other vegetables,rolls/buns,bottled water,skin care",4,1017,14,Magdy,36,Sohag,Credit
"ham,chicken,citrus fruit,tropical fruit,berries,root vegetables,other vegetables,whole milk,yogurt,whipped/sour cream,beverages,soft cheese,sliced cheese,rolls/buns,pastry,semi-finished bread,oil,fruit/vegetable juice",18,2109,14,Magdy,36,Sohag,Cash
"pork,grapes,berries,other vegetables,whipped/sour cream,frozen dessert,domestic eggs,rolls/buns,pastry,sugar,baking powder,bottled water,dishes",13,1669,14,Magdy,36,Sohag,Credit
"beef,citrus fruit,tropical fruit,root vegetables,ice cream,roll products ,soda,canned beer,red/blush wine",9,374,14,Magdy,36,Sohag,Cash
"bottled water,misc. beverages,cooking chocolate",3,1431,14,Magdy,36,Sohag,Credit
"pip fruit,onions,other vegetables,rolls/buns,Instant food products,tea,bottled water,salty snack",8,184,14,Magdy,36,Sohag,Credit
butter milk,1,1168,14,Magdy,36,Sohag,Cash
"other vegetables,beverages,spread cheese,domestic eggs,rolls/buns,pastry",6,1918,14,Magdy,36,Sohag,Credit
hamburger meat,1,1073,14,Magdy,36,Sohag,Cash
rolls/buns,1,1205,14,Magdy,36,Sohag,Cash
"hamburger meat,onions,cream cheese ,brown bread,pastry,sugar,cereals,pet care",8,2353,14,Magdy,36,Sohag,Credit
waffles,1,2257,14,Magdy,36,Sohag,Credit
canned beer,1,2056,14,Magdy,36,Sohag,Credit
"pork,citrus fruit,tropical fruit,spread cheese,bottled water",5,2251,14,Magdy,36,Sohag,Cash
"root vegetables,other vegetables,whole milk",3,1845,14,Magdy,36,Sohag,Credit
"UHT-milk,bottled beer,liquor (appetizer),dishes",4,2192,14,Magdy,36,Sohag,Cash
"root vegetables,onions,whole milk,bottled water",4,370,14,Magdy,36,Sohag,Credit
"whole milk,butter milk,rolls/buns,margarine,bottled water,fruit/vegetable juice",6,497,14,Magdy,36,Sohag,Cash
margarine,1,847,14,Magdy,36,Sohag,Credit
"other vegetables,whole milk,domestic eggs,margarine,bottled water,fruit/vegetable juice,bottled beer",7,1511,14,Magdy,36,Sohag,Cash
"root vegetables,butter,margarine",3,867,14,Magdy,36,Sohag,Cash
"sausage,turkey,citrus fruit,other vegetables,whole milk,butter,curd,whipped/sour cream,tidbits,ice cream,rolls/buns,pastry,soda,newspapers",14,2208,14,Magdy,36,Sohag,Cash
pip fruit,1,1268,14,Magdy,36,Sohag,Cash
rolls/buns,1,158,14,Magdy,36,Sohag,Cash
"rolls/buns,chewing gum",2,569,14,Magdy,36,Sohag,Cash
"beef,pip fruit,whole milk,butter,curd,margarine,cat food,coffee,waffles",9,1948,14,Magdy,36,Sohag,Credit
"sausage,citrus fruit,tropical fruit,other vegetables,whole milk,butter,whipped/sour cream,hard cheese,domestic eggs,dishes",10,710,14,Magdy,36,Sohag,Credit
"rolls/buns,bottled beer",2,913,14,Magdy,36,Sohag,Cash
"tropical fruit,pip fruit,coffee,soda,fruit/vegetable juice,salty snack",6,2102,14,Magdy,36,Sohag,Credit
"whole milk,beverages,frozen vegetables,margarine,liquor (appetizer),newspapers",6,363,14,Magdy,36,Sohag,Cash
"pip fruit,whole milk,margarine,cocoa drinks,bottled water",5,938,14,Magdy,36,Sohag,Cash
"chicken,citrus fruit,onions,other vegetables,whole milk,frozen fish,roll products ,flour,sugar,pickled vegetables",10,1233,14,Magdy,36,Sohag,Credit
"citrus fruit,other vegetables,whole milk,butter,pastry,oil,bottled water,bottled beer,detergent",9,1411,14,Magdy,36,Sohag,Cash
"sausage,citrus fruit,canned fish,waffles",4,1684,14,Magdy,36,Sohag,Credit
"tropical fruit,chewing gum,specialty chocolate,chocolate marshmallow",4,1149,14,Magdy,36,Sohag,Cash
"frankfurter,citrus fruit,berries,whole milk,yogurt,domestic eggs,salt,waffles,cake bar",9,1141,14,Magdy,36,Sohag,Cash
"pip fruit,bottled water,soda,fruit/vegetable juice,canned beer,newspapers",6,475,14,Magdy,36,Sohag,Cash
citrus fruit,1,103,14,Magdy,36,Sohag,Credit
misc. beverages,1,1748,14,Magdy,36,Sohag,Cash
