items,count,total,rnd,customer,age,city,paymentType
"other vegetables,curd,frozen meals,frozen potato products,soda,bottled beer,kitchen towels,candles",8,2256,6,Walaa,29,Cairo,Cash
"other vegetables,whole milk,yogurt,domestic eggs,bottled water,soda",6,1082,1,Farida,22,Cairo,Cash
soda,1,654,13,Sayed,37,Cairo,Credit
"hamburger meat,root vegetables,other vegetables,domestic eggs,roll products ,oil,margarine,hygiene articles",8,2365,1,Farida,22,Cairo,Cash
rolls/buns,1,674,6,Walaa,29,Cairo,Cash
"cling film/bags,pot plants",2,591,13,Sayed,37,Cairo,Cash
"chicken,pastry",2,1185,1,Farida,22,Cairo,Credit
"rolls/buns,soda",2,503,13,Sayed,37,Cairo,Cash
"other vegetables,bottled beer,red/blush wine",3,125,13,Sayed,37,Cairo,Credit
"whole milk,processed cheese,brown bread,pastry,soda",5,171,6,Walaa,29,Cairo,Credit
"coffee,long life bakery product",2,738,6,Walaa,29,Cairo,Cash
canned beer,1,545,1,Farida,22,Cairo,Credit
"tropical fruit,curd,yogurt,rolls/buns,brown bread,bottled water,bottled beer,seasonal products",8,1669,1,Farida,22,Cairo,Credit
"bottled water,soda,red/blush wine,long life bakery product,newspapers",5,544,13,Sayed,37,Cairo,Credit
"pastry,canned beer",2,1934,6,Walaa,29,Cairo,Cash
"beef,citrus fruit,tropical fruit,yogurt,UHT-milk,frozen vegetables,rolls/buns,bottled water,skin care",9,1945,13,Sayed,37,Cairo,Credit
"meat,beef,herbs,whole milk,frozen dessert,rolls/buns,semi-finished bread,flour,oil,coffee,pot plants",11,2400,1,Farida,22,Cairo,Cash
"beef,other vegetables,whole milk,brown bread,pastry,salty snack,abrasive cleaner,shopping bags",8,1649,13,Sayed,37,Cairo,Cash
shopping bags,1,899,13,Sayed,37,Cairo,Credit
canned beer,1,1964,13,Sayed,37,Cairo,Credit
"other vegetables,rolls/buns,meat spreads,bottled water,soda,misc. beverages,waffles,chocolate,candy",9,2162,6,Walaa,29,Cairo,Cash
whole milk,1,1992,6,Walaa,29,Cairo,Credit
margarine,1,428,6,Walaa,29,Cairo,Credit
"whole milk,rolls/buns,detergent",3,334,6,Walaa,29,Cairo,Credit
"frankfurter,citrus fruit,bottled beer,salty snack",4,1808,13,Sayed,37,Cairo,Credit
domestic eggs,1,1393,6,Walaa,29,Cairo,Credit
"rolls/buns,bottled beer,newspapers",3,1860,1,Farida,22,Cairo,Cash
"sausage,root vegetables,other vegetables,rolls/buns,soda",5,639,1,Farida,22,Cairo,Cash
bottled water,1,2298,6,Walaa,29,Cairo,Cash
beef,1,1179,6,Walaa,29,Cairo,Credit
"sausage,meat,tropical fruit,pip fruit,pastry,sugar,coffee,candles,pot plants",9,276,13,Sayed,37,Cairo,Cash
"pork,whole milk,whipped/sour cream,beverages",4,906,1,Farida,22,Cairo,Credit
"beef,whole milk,brown bread,specialty chocolate,newspapers",5,341,6,Walaa,29,Cairo,Cash
"pip fruit,other vegetables,butter milk,cream cheese ,rolls/buns",5,2442,13,Sayed,37,Cairo,Cash
"chicken,beef,specialty chocolate",3,1009,13,Sayed,37,Cairo,Cash
"whole milk,frozen meals,rolls/buns",3,620,13,Sayed,37,Cairo,Credit
"tropical fruit,curd,sliced cheese,rolls/buns,soda",5,2152,6,Walaa,29,Cairo,Credit
"pork,UHT-milk,bottled water,soda,canned beer",5,207,1,Farida,22,Cairo,Cash
"frankfurter,pip fruit,whole milk,rolls/buns,roll products ",5,1538,6,Walaa,29,Cairo,Cash
"bottled water,candy",2,241,13,Sayed,37,Cairo,Cash
"frankfurter,citrus fruit,pastry,margarine,ready soups,instant coffee,shopping bags",7,1510,6,Walaa,29,Cairo,Credit
"whipped/sour cream,specialty bar",2,1228,13,Sayed,37,Cairo,Cash
rolls/buns,1,1159,6,Walaa,29,Cairo,Credit
"citrus fruit,curd,yogurt,sliced cheese,rolls/buns,oil,bottled water",7,1775,1,Farida,22,Cairo,Credit
"packaged fruit/vegetables,canned beer,candles",3,2457,6,Walaa,29,Cairo,Cash
"meat,beef,other vegetables,whole milk,butter,domestic eggs,rolls/buns",7,202,6,Walaa,29,Cairo,Credit
"onions,whole milk,bottled beer,liquor (appetizer),detergent,dishes",6,593,13,Sayed,37,Cairo,Credit
"beef,rolls/buns,bottled beer",3,266,13,Sayed,37,Cairo,Cash
canned beer,1,1414,13,Sayed,37,Cairo,Credit
"tropical fruit,whole milk,curd,yogurt,whipped/sour cream",5,2408,13,Sayed,37,Cairo,Credit
"beef,tropical fruit,root vegetables,yogurt",4,664,1,Farida,22,Cairo,Cash
bottled beer,1,836,1,Farida,22,Cairo,Credit
"berries,other vegetables,whole milk,whipped/sour cream",4,550,1,Farida,22,Cairo,Cash
whole milk,1,2076,6,Walaa,29,Cairo,Cash
"frankfurter,citrus fruit,whipped/sour cream,cream cheese ,rolls/buns,baking powder,seasonal products,napkins",8,1101,6,Walaa,29,Cairo,Credit
"sausage,beef,other vegetables",3,2464,13,Sayed,37,Cairo,Cash
"pet care,bottled water",2,1202,1,Farida,22,Cairo,Cash
"root vegetables,pot plants",2,1049,6,Walaa,29,Cairo,Credit
"tropical fruit,curd,rolls/buns,organic products,newspapers",5,411,6,Walaa,29,Cairo,Cash
"citrus fruit,grapes,whole milk,rolls/buns,pastry,oil,margarine,candles,newspapers",9,495,1,Farida,22,Cairo,Credit
specialty bar,1,768,1,Farida,22,Cairo,Cash
"meat,other vegetables,whole milk,beverages,rolls/buns,margarine,chocolate,napkins,newspapers",9,543,1,Farida,22,Cairo,Credit
"whole milk,yogurt",2,1233,1,Farida,22,Cairo,Cash
yogurt,1,654,6,Walaa,29,Cairo,Cash
"packaged fruit/vegetables,whole milk,rolls/buns,pastry",4,976,13,Sayed,37,Cairo,Cash
"beef,citrus fruit,root vegetables,onions,curd,hard cheese,rolls/buns,fruit/vegetable juice",8,1615,6,Walaa,29,Cairo,Credit
"frozen meals,misc. beverages",2,1023,13,Sayed,37,Cairo,Credit
"sausage,chicken,citrus fruit,berries,root vegetables,curd,beverages,abrasive cleaner",8,646,6,Walaa,29,Cairo,Credit
"sausage,ham,citrus fruit,tropical fruit,berries,packaged fruit/vegetables,whole milk,whipped/sour cream,sliced cheese,pastry,sugar,baking powder",12,188,13,Sayed,37,Cairo,Credit
"berries,whipped/sour cream",2,1725,13,Sayed,37,Cairo,Cash
canned beer,1,554,6,Walaa,29,Cairo,Credit
"whole milk,cake bar,newspapers",3,964,1,Farida,22,Cairo,Credit
"pastry,soda,bottled beer",3,615,6,Walaa,29,Cairo,Cash
soda,1,1803,1,Farida,22,Cairo,Cash
"whole milk,curd,cream cheese ,flour,coffee,bottled water,misc. beverages,newspapers",8,176,13,Sayed,37,Cairo,Cash
"soda,canned beer,shopping bags",3,2405,6,Walaa,29,Cairo,Cash
"bottled water,soda,fruit/vegetable juice,bottled beer,napkins",5,338,1,Farida,22,Cairo,Credit
"sausage,citrus fruit,whole milk,yogurt,rolls/buns,bottled water,soda,napkins",8,1533,1,Farida,22,Cairo,Credit
"berries,whole milk,whipped/sour cream,pickled vegetables,detergent,newspapers",6,1271,6,Walaa,29,Cairo,Cash
"chicken,pork,citrus fruit,other vegetables,whipped/sour cream,white bread,chewing gum,pot plants",8,2085,6,Walaa,29,Cairo,Credit
"other vegetables,chewing gum",2,2282,1,Farida,22,Cairo,Cash
"salt,dog food,long life bakery product",3,1786,13,Sayed,37,Cairo,Credit
"butter,pasta,canned fish,softener,flower (seeds)",5,967,6,Walaa,29,Cairo,Credit
"other vegetables,butter milk,frozen fish,salty snack",4,1258,1,Farida,22,Cairo,Cash
"UHT-milk,salt,soda,specialty chocolate,shopping bags",5,1911,13,Sayed,37,Cairo,Credit
"pip fruit,root vegetables,dessert,yogurt,domestic eggs,shopping bags",6,1871,1,Farida,22,Cairo,Cash
"citrus fruit,other vegetables,whole milk,curd,yogurt,whipped/sour cream,cream cheese ,pastry,vinegar,oil,coffee,long life bakery product,detergent,cleaner,napkins,newspapers",16,1391,1,Farida,22,Cairo,Cash
light bulbs,1,827,1,Farida,22,Cairo,Cash
"other vegetables,whipped/sour cream,roll products ",3,959,13,Sayed,37,Cairo,Cash
"pork,tropical fruit,other vegetables,yogurt,semi-finished bread,flour,margarine,artif. sweetener,organic products,chocolate marshmallow",10,1684,1,Farida,22,Cairo,Credit
"whipped/sour cream,cream cheese ,bottled water,canned beer,shopping bags",5,2478,13,Sayed,37,Cairo,Cash
"beef,grapes,nuts/prunes,root vegetables,onions,other vegetables,cream,soft cheese,sliced cheese,hard cheese,domestic eggs,rolls/buns,pastry,mustard,specialty chocolate,specialty bar,dental care,shopping bags",18,1872,13,Sayed,37,Cairo,Cash
"margarine,newspapers",2,2342,13,Sayed,37,Cairo,Cash
"whole milk,rice",2,751,1,Farida,22,Cairo,Credit
chocolate,1,1779,6,Walaa,29,Cairo,Credit
"canned beer,specialty chocolate,candy,shopping bags",4,497,1,Farida,22,Cairo,Cash
"pip fruit,curd,dessert,yogurt,specialty chocolate,specialty bar,newspapers,shopping bags",8,2357,1,Farida,22,Cairo,Cash
"coffee,misc. beverages,bottled beer",3,2452,1,Farida,22,Cairo,Cash
ice cream,1,1005,6,Walaa,29,Cairo,Credit
canned vegetables,1,1136,1,Farida,22,Cairo,Cash
"grapes,yogurt,UHT-milk,soft cheese,rolls/buns,fruit/vegetable juice,candy,dental care,newspapers,shopping bags",10,298,1,Farida,22,Cairo,Credit
"butter,rolls/buns,salt",3,1275,6,Walaa,29,Cairo,Cash
"frankfurter,ham,chicken,whole milk,butter,processed cheese,frozen vegetables,white bread,pastry,soda,fruit/vegetable juice,red/blush wine,chocolate,pot plants",14,758,6,Walaa,29,Cairo,Credit
"whole milk,rolls/buns,roll products ,zwieback,bottled beer",5,734,1,Farida,22,Cairo,Credit
whipped/sour cream,1,556,13,Sayed,37,Cairo,Cash
"citrus fruit,white bread,liquor,specialty bar,shopping bags",5,2444,6,Walaa,29,Cairo,Credit
"beef,tropical fruit,pip fruit,grapes,root vegetables,processed cheese,rolls/buns,white bread,pastry,pasta,specialty vegetables,cat food,soda,misc. beverages",14,1289,13,Sayed,37,Cairo,Cash
"frankfurter,sausage,ham,other vegetables,domestic eggs,rolls/buns,pastry,long life bakery product,specialty bar,chocolate marshmallow",10,610,13,Sayed,37,Cairo,Cash
"sausage,other vegetables,whole milk,sliced cheese,white bread,baking powder,pickled vegetables,rum",8,1575,1,Farida,22,Cairo,Cash
"frankfurter,tropical fruit,dessert,pastry,flour,margarine,sugar,artif. sweetener,sauces,rum,skin care",11,1204,1,Farida,22,Cairo,Credit
"whipped/sour cream,beverages,liquor (appetizer)",3,776,13,Sayed,37,Cairo,Cash
"ice cream,coffee,waffles",3,498,13,Sayed,37,Cairo,Credit
cookware,1,2374,1,Farida,22,Cairo,Credit
"citrus fruit,yogurt,UHT-milk,cream cheese ,dish cleaner,house keeping products,shopping bags",7,2264,1,Farida,22,Cairo,Cash
"tropical fruit,pip fruit,other vegetables,cream cheese ,soda,bottled beer",6,1727,1,Farida,22,Cairo,Credit
brown bread,1,803,6,Walaa,29,Cairo,Credit
"citrus fruit,tropical fruit,pip fruit,grapes,root vegetables,other vegetables,whole milk,curd,dessert,whipped/sour cream,UHT-milk,frozen vegetables,frozen meals,bottled water,fruit/vegetable juice,specialty chocolate,napkins",17,1206,6,Walaa,29,Cairo,Credit
"ham,tropical fruit,cream cheese ,processed cheese,white bread,candy",6,1935,6,Walaa,29,Cairo,Cash
"root vegetables,skin care",2,2407,13,Sayed,37,Cairo,Cash
"ice cream,misc. beverages,canned beer,napkins,shopping bags",5,1182,1,Farida,22,Cairo,Cash
dessert,1,492,1,Farida,22,Cairo,Cash
"dessert,yogurt,UHT-milk,soda,canned beer,light bulbs",6,900,13,Sayed,37,Cairo,Credit
"sausage,citrus fruit,pip fruit,yogurt,beverages,sliced cheese,sugar,bottled water,soda,cake bar",10,124,6,Walaa,29,Cairo,Cash
"sausage,yogurt,pastry,margarine,soda,bottled beer,flower (seeds)",7,585,6,Walaa,29,Cairo,Cash
"beef,citrus fruit,onions,herbs,other vegetables,whole milk,yogurt,whipped/sour cream,specialty cheese,brown bread,canned vegetables,bottled water,dish cleaner,abrasive cleaner,hygiene articles",15,1731,1,Farida,22,Cairo,Credit
"ham,hamburger meat,onions,other vegetables,processed cheese,frozen vegetables,domestic eggs,rolls/buns,white bread,cookware,shopping bags",11,1364,6,Walaa,29,Cairo,Cash
"yogurt,newspapers",2,1027,6,Walaa,29,Cairo,Cash
"tropical fruit,other vegetables,soda,candy,shopping bags",5,2184,6,Walaa,29,Cairo,Credit
"sausage,other vegetables,pasta,oil,margarine,coffee,syrup,canned beer,napkins,light bulbs,shopping bags",11,1247,1,Farida,22,Cairo,Credit
"bottled water,pot plants",2,582,13,Sayed,37,Cairo,Cash
"prosecco,hygiene articles,pot plants",3,2267,13,Sayed,37,Cairo,Credit
"beef,other vegetables,butter milk,yogurt,whipped/sour cream,cream cheese ,white bread,fruit/vegetable juice,bottled beer,chocolate",10,1820,13,Sayed,37,Cairo,Cash
"chicken,pork,beef,whole milk,curd,whipped/sour cream",6,1104,6,Walaa,29,Cairo,Cash
shopping bags,1,2162,13,Sayed,37,Cairo,Cash
canned beer,1,2436,13,Sayed,37,Cairo,Cash
"rolls/buns,red/blush wine,newspapers",3,2183,1,Farida,22,Cairo,Cash
"brown bread,chocolate",2,1187,13,Sayed,37,Cairo,Credit
"ham,rolls/buns,bottled beer,chewing gum",4,1689,6,Walaa,29,Cairo,Credit
"sausage,whole milk,curd,butter milk,whipped/sour cream",5,1026,1,Farida,22,Cairo,Cash
"root vegetables,whole milk,yogurt,rolls/buns,pot plants",5,1090,1,Farida,22,Cairo,Credit
fruit/vegetable juice,1,1533,6,Walaa,29,Cairo,Credit
"beef,tropical fruit,whole milk,ice cream,cat food",5,1692,1,Farida,22,Cairo,Cash
"frankfurter,sausage,liver loaf,ham,chicken,beef,citrus fruit,tropical fruit,root vegetables,other vegetables,whole milk,butter,curd,yogurt,whipped/sour cream,beverages,soft cheese,hard cheese,cream cheese ,mayonnaise,domestic eggs,rolls/buns,roll products ,flour,pasta,margarine,specialty fat,sugar,soups,skin care,hygiene articles,candles",32,737,13,Sayed,37,Cairo,Cash
"frankfurter,pip fruit,other vegetables,yogurt,spread cheese,rolls/buns,white bread,pastry,coffee,soda,waffles,hygiene articles",12,1020,13,Sayed,37,Cairo,Cash
"bottled beer,pot plants",2,2022,13,Sayed,37,Cairo,Credit
"root vegetables,whole milk,yogurt,frozen potato products",4,653,13,Sayed,37,Cairo,Credit
"tropical fruit,sliced cheese,domestic eggs,zwieback",4,205,1,Farida,22,Cairo,Credit
"chicken,tropical fruit,pip fruit,root vegetables,herbs,other vegetables,dessert,yogurt,whipped/sour cream,beverages,brown bread,cat food,shopping bags",13,1289,13,Sayed,37,Cairo,Cash
"citrus fruit,tropical fruit,whole milk,coffee",4,2317,13,Sayed,37,Cairo,Cash
"turkey,pork,beef,hamburger meat,tropical fruit,root vegetables,onions,other vegetables,whole milk,butter,butter milk,yogurt,rolls/buns,oil,fruit/vegetable juice,waffles,candy",17,2112,13,Sayed,37,Cairo,Credit
"soda,softener",2,1027,1,Farida,22,Cairo,Credit
"chicken,hamburger meat,other vegetables,rolls/buns,shopping bags",5,1082,1,Farida,22,Cairo,Credit
"beef,domestic eggs,rolls/buns,flour,candy",5,1601,13,Sayed,37,Cairo,Credit
"dessert,UHT-milk,bottled water,soda,canned beer,chewing gum,softener,shopping bags",8,293,1,Farida,22,Cairo,Cash
soda,1,2274,1,Farida,22,Cairo,Cash
"coffee,shopping bags",2,958,1,Farida,22,Cairo,Credit
"cream cheese ,rolls/buns",2,320,1,Farida,22,Cairo,Cash
soda,1,341,1,Farida,22,Cairo,Credit
"chicken,whipped/sour cream,coffee,shopping bags",4,1515,6,Walaa,29,Cairo,Credit
"hamburger meat,pastry,soda,canned beer,detergent,softener,hygiene articles,shopping bags",8,1649,1,Farida,22,Cairo,Credit
"pip fruit,root vegetables,other vegetables,whole milk,chewing gum,kitchen towels",6,1033,13,Sayed,37,Cairo,Credit
"frankfurter,berries,other vegetables,whole milk,soft cheese,domestic eggs,rolls/buns,brown bread,pastry,shopping bags",10,1871,6,Walaa,29,Cairo,Cash
"cat food,soda",2,558,6,Walaa,29,Cairo,Cash
"berries,other vegetables,butter milk,yogurt,soda,newspapers",6,168,13,Sayed,37,Cairo,Cash
"sausage,pip fruit,root vegetables,bottled beer,abrasive cleaner,light bulbs",6,428,6,Walaa,29,Cairo,Credit
"beverages,bottled water,misc. beverages",3,2138,1,Farida,22,Cairo,Credit
"ham,hamburger meat,citrus fruit,root vegetables,onions,other vegetables,whole milk,white bread,brown bread,sugar,soda,red/blush wine,dishes,shopping bags",14,1445,1,Farida,22,Cairo,Credit
"whole milk,brown bread",2,361,6,Walaa,29,Cairo,Cash
"citrus fruit,frozen potato products",2,2354,6,Walaa,29,Cairo,Credit
"sausage,ham,meat,chicken,tropical fruit,other vegetables,whole milk,butter,yogurt,cream cheese ,frozen vegetables,domestic eggs,rolls/buns,brown bread,semi-finished bread,candy,newspapers",17,2079,6,Walaa,29,Cairo,Credit
"butter,yogurt,dog food",3,1531,13,Sayed,37,Cairo,Credit
"ham,dessert,frozen meals,frozen dessert,white bread,sweet spreads,soda,long life bakery product,specialty bar,hygiene articles,newspapers,shopping bags",12,1160,1,Farida,22,Cairo,Cash
"ham,herbs,other vegetables,curd,yogurt,cream cheese ,light bulbs",7,176,1,Farida,22,Cairo,Credit
"chicken,tropical fruit,candy,shopping bags",4,443,6,Walaa,29,Cairo,Credit
frozen potato products,1,2263,6,Walaa,29,Cairo,Cash
"yogurt,chocolate",2,2152,13,Sayed,37,Cairo,Credit
"yogurt,pastry,semi-finished bread,soda,shopping bags",5,1681,6,Walaa,29,Cairo,Cash
"root vegetables,other vegetables,white bread,sparkling wine",4,372,6,Walaa,29,Cairo,Cash
"yogurt,rolls/buns,pastry,soda",4,226,13,Sayed,37,Cairo,Credit
"curd,jam,shopping bags",3,491,1,Farida,22,Cairo,Cash
"finished products,beef,tropical fruit,spread cheese,rolls/buns,waffles,chocolate,specialty chocolate,hair spray,shopping bags",10,1516,6,Walaa,29,Cairo,Credit
"sausage,other vegetables,sliced cheese,rolls/buns,coffee,soda,shopping bags",7,800,1,Farida,22,Cairo,Cash
"pork,beef,other vegetables,yogurt,shopping bags",5,212,1,Farida,22,Cairo,Cash
"whole milk,soda",2,1805,13,Sayed,37,Cairo,Cash
canned beer,1,2282,1,Farida,22,Cairo,Cash
