items,count,total,rnd,customer,age,city,paymentType
"rolls/buns,soda,waffles,shopping bags",4,1043,7,Huda,39,Gharbia,Cash
"butter,yogurt,rolls/buns,jam,soda",5,1809,7,Huda,39,Gharbia,Credit
"whole milk,curd,ice cream,Instant food products,canned fish,newspapers",6,242,7,Huda,39,Gharbia,Cash
"frankfurter,root vegetables,rolls/buns,vinegar,sugar,mustard,cat food,napkins",8,1590,7,Huda,39,Gharbia,Cash
"beef,citrus fruit,root vegetables,butter,yogurt,whipped/sour cream,frozen meals,pasta,oil,fruit/vegetable juice,waffles,dishes,cookware",13,2266,7,Huda,39,Gharbia,Cash
"yogurt,condensed milk,rolls/buns,pickled vegetables,bottled water,brandy",6,815,7,Huda,39,Gharbia,Credit
"ham,tropical fruit,pip fruit,other vegetables,whole milk,processed cheese,frozen vegetables,brown bread,soda,shopping bags",10,112,7,Huda,39,Gharbia,Cash
"dessert,UHT-milk,rolls/buns,pastry,canned beer",5,592,7,Huda,39,Gharbia,Credit
"domestic eggs,long life bakery product,seasonal products",3,2477,7,Huda,39,Gharbia,Credit
oil,1,2359,7,Huda,39,Gharbia,Credit
rum,1,323,7,Huda,39,Gharbia,Credit
rolls/buns,1,1270,7,Huda,39,Gharbia,Cash
"beef,citrus fruit,pip fruit,yogurt,rolls/buns,flour,margarine,soups,bottled water",9,705,7,Huda,39,Gharbia,Credit
"tropical fruit,butter,butter milk,brown bread,long life bakery product",5,2478,7,Huda,39,Gharbia,Credit
"hamburger meat,pip fruit,other vegetables,butter,cream cheese ,mayonnaise,domestic eggs,pastry,rice,margarine,canned fruit,canned fish,coffee,tea,candles",15,1790,7,Huda,39,Gharbia,Cash
napkins,1,383,7,Huda,39,Gharbia,Cash
"root vegetables,white bread,sugar,liquor",4,122,7,Huda,39,Gharbia,Credit
"sausage,root vegetables,other vegetables,whole milk,curd,yogurt,hard cheese,white bread",8,1360,7,Huda,39,Gharbia,Credit
"chocolate,candy",2,602,7,Huda,39,Gharbia,Credit
bags,1,1277,7,Huda,39,Gharbia,Cash
"pork,citrus fruit,soda,canned beer,chocolate,hygiene articles",6,183,7,Huda,39,Gharbia,Cash
soda,1,1578,7,Huda,39,Gharbia,Cash
"whipped/sour cream,baking powder",2,1938,7,Huda,39,Gharbia,Cash
"tropical fruit,pip fruit,root vegetables,whole milk,yogurt,rolls/buns,sweet spreads,cat food,pet care,hygiene articles,shopping bags",11,2116,7,Huda,39,Gharbia,Credit
"butter,rolls/buns,newspapers",3,889,7,Huda,39,Gharbia,Cash
"whole milk,yogurt,sliced cheese,mayonnaise,rolls/buns,pasta,specialty chocolate",7,966,7,Huda,39,Gharbia,Credit
soda,1,1799,7,Huda,39,Gharbia,Cash
"sausage,meat,turkey,citrus fruit,tropical fruit,pip fruit,root vegetables,onions,herbs,other vegetables,whole milk,curd,yogurt,whipped/sour cream,soft cheese,cream cheese ,frozen vegetables,brown bread,pastry,semi-finished bread,margarine",21,137,7,Huda,39,Gharbia,Cash
butter,1,322,7,Huda,39,Gharbia,Cash
"tropical fruit,pip fruit,root vegetables,whole milk,yogurt,beverages,domestic eggs,white bread,sweet spreads,soda",10,1724,7,Huda,39,Gharbia,Cash
"beef,pot plants",2,1949,7,Huda,39,Gharbia,Credit
"frozen vegetables,frozen meals",2,1548,7,Huda,39,Gharbia,Cash
"pork,berries,whole milk,dessert,whipped/sour cream,fruit/vegetable juice,candy",7,1750,7,Huda,39,Gharbia,Credit
"ice cream,soda,specialty chocolate",3,1828,7,Huda,39,Gharbia,Cash
"other vegetables,domestic eggs,soda",3,608,7,Huda,39,Gharbia,Cash
"other vegetables,pastry",2,375,7,Huda,39,Gharbia,Cash
canned beer,1,1745,7,Huda,39,Gharbia,Credit
canned beer,1,1195,7,Huda,39,Gharbia,Credit
"root vegetables,onions,whipped/sour cream,UHT-milk,frozen dessert,margarine,syrup",7,2442,7,Huda,39,Gharbia,Cash
"cat food,chocolate",2,1012,7,Huda,39,Gharbia,Cash
"citrus fruit,whole milk,baking powder,cocoa drinks,skin care,shopping bags",6,2442,7,Huda,39,Gharbia,Credit
"rolls/buns,sugar,sweet spreads,chewing gum,newspapers",5,1199,7,Huda,39,Gharbia,Cash
"butter milk,hard cheese",2,776,7,Huda,39,Gharbia,Cash
"pastry,soda",2,832,7,Huda,39,Gharbia,Cash
"pork,beef,other vegetables,hard cheese,cream cheese ,rolls/buns,brown bread,napkins",8,2162,7,Huda,39,Gharbia,Cash
"margarine,napkins",2,1280,7,Huda,39,Gharbia,Cash
"dessert,rolls/buns,bottled water,specialty bar",4,1937,7,Huda,39,Gharbia,Cash
"whipped/sour cream,pastry,canned fish,soda,waffles,dish cleaner,napkins",7,1984,7,Huda,39,Gharbia,Cash
"sausage,brown bread,meat spreads,canned fish",4,789,7,Huda,39,Gharbia,Cash
dessert,1,782,7,Huda,39,Gharbia,Cash
butter,1,1339,7,Huda,39,Gharbia,Cash
"frankfurter,sausage,hard cheese,soda,nut snack,shopping bags",6,1859,7,Huda,39,Gharbia,Credit
"butter,sliced cheese,misc. beverages,fruit/vegetable juice",4,1891,7,Huda,39,Gharbia,Credit
"whole milk,yogurt,hard cheese,rolls/buns,bottled water",5,1664,7,Huda,39,Gharbia,Credit
"other vegetables,rolls/buns",2,2342,7,Huda,39,Gharbia,Cash
"pip fruit,root vegetables,other vegetables,whole milk,yogurt",5,1038,7,Huda,39,Gharbia,Credit
"processed cheese,rolls/buns,soda",3,1182,7,Huda,39,Gharbia,Cash
sausage,1,1634,7,Huda,39,Gharbia,Cash
"soda,canned beer",2,2103,7,Huda,39,Gharbia,Credit
"other vegetables,whole milk,coffee",3,116,7,Huda,39,Gharbia,Credit
pastry,1,1943,7,Huda,39,Gharbia,Credit
"frankfurter,pip fruit,frozen vegetables,fruit/vegetable juice,nut snack",5,2288,7,Huda,39,Gharbia,Credit
"chicken,citrus fruit,tropical fruit,root vegetables,other vegetables,whole milk",6,1093,7,Huda,39,Gharbia,Credit
"whole milk,rolls/buns,pastry",3,1776,7,Huda,39,Gharbia,Cash
"pip fruit,nuts/prunes,root vegetables,condensed milk,rolls/buns,pickled vegetables,coffee,canned beer,liquor (appetizer)",9,1106,7,Huda,39,Gharbia,Cash
canned beer,1,743,7,Huda,39,Gharbia,Credit
"other vegetables,whole milk,yogurt,specialty cheese,bottled water,misc. beverages,fruit/vegetable juice",7,1686,7,Huda,39,Gharbia,Cash
specialty bar,1,2246,7,Huda,39,Gharbia,Cash
"ham,citrus fruit,root vegetables,whipped/sour cream,canned beer,napkins",6,2111,7,Huda,39,Gharbia,Credit
"pork,hamburger meat,pip fruit,herbs,other vegetables,whole milk,butter,sliced cheese,processed cheese,rolls/buns,pastry,roll products ,margarine",13,1893,7,Huda,39,Gharbia,Cash
"tropical fruit,grapes,UHT-milk,pickled vegetables,jam,coffee,salty snack",7,1652,7,Huda,39,Gharbia,Cash
"yogurt,cream cheese ,rolls/buns,chocolate",4,2303,7,Huda,39,Gharbia,Credit
"frankfurter,sausage,citrus fruit,root vegetables,other vegetables,whole milk,yogurt,whipped/sour cream,frozen vegetables,white bread,brown bread,pasta,vinegar,soda,salty snack,detergent",16,1630,7,Huda,39,Gharbia,Cash
"whole milk,frozen vegetables",2,1394,7,Huda,39,Gharbia,Cash
"hamburger meat,root vegetables,frozen vegetables,rolls/buns,brown bread,margarine,soda,fruit/vegetable juice,white wine,kitchen towels,newspapers",11,2449,7,Huda,39,Gharbia,Cash
"rolls/buns,pastry,pasta,soda,fruit/vegetable juice,specialty chocolate",6,1064,7,Huda,39,Gharbia,Cash
frankfurter,1,119,7,Huda,39,Gharbia,Credit
"rolls/buns,soda",2,441,7,Huda,39,Gharbia,Cash
photo/film,1,2076,7,Huda,39,Gharbia,Credit
"whole milk,butter,curd,frozen vegetables,bottled water,bottled beer,detergent,pot plants,shopping bags",9,1736,7,Huda,39,Gharbia,Cash
"frozen meals,pastry,pasta",3,831,7,Huda,39,Gharbia,Cash
"rolls/buns,brown bread",2,1042,7,Huda,39,Gharbia,Cash
"sausage,rolls/buns,soda,chocolate",4,765,7,Huda,39,Gharbia,Credit
long life bakery product,1,295,7,Huda,39,Gharbia,Credit
"other vegetables,soda,specialty bar",3,1455,7,Huda,39,Gharbia,Credit
"whole milk,dessert,yogurt,sliced cheese,rolls/buns,soda,seasonal products",7,1220,7,Huda,39,Gharbia,Credit
"dessert,frozen potato products,specialty chocolate",3,1898,7,Huda,39,Gharbia,Cash
frozen fish,1,1062,7,Huda,39,Gharbia,Cash
fruit/vegetable juice,1,1928,7,Huda,39,Gharbia,Cash
tropical fruit,1,1056,7,Huda,39,Gharbia,Cash
"soda,bottled beer,liquor,red/blush wine",4,780,7,Huda,39,Gharbia,Cash
bottled water,1,1454,7,Huda,39,Gharbia,Credit
"other vegetables,whole milk,bottled water,soda,fruit/vegetable juice,salty snack,dental care,newspapers",8,1417,7,Huda,39,Gharbia,Credit
"yogurt,frozen vegetables",2,1944,7,Huda,39,Gharbia,Credit
"root vegetables,whole milk,rolls/buns",3,246,7,Huda,39,Gharbia,Cash
"frankfurter,hamburger meat,whole milk,cream cheese ,salty snack",5,505,7,Huda,39,Gharbia,Cash
"bottled beer,white wine",2,700,7,Huda,39,Gharbia,Credit
"other vegetables,butter milk,rolls/buns,oil,bottled water,fruit/vegetable juice,softener,dishes",8,2265,7,Huda,39,Gharbia,Credit
"citrus fruit,tropical fruit,dessert,condensed milk,margarine",5,403,7,Huda,39,Gharbia,Cash
"tropical fruit,pip fruit,other vegetables,frozen vegetables,ice cream,brown bread,pastry,flour,pickled vegetables,coffee,soda,misc. beverages,fruit/vegetable juice",13,678,7,Huda,39,Gharbia,Credit
other vegetables,1,2235,7,Huda,39,Gharbia,Credit
"whole milk,whipped/sour cream,semi-finished bread,baking powder,pickled vegetables,bottled water,soda,napkins",8,2258,7,Huda,39,Gharbia,Cash
"sausage,other vegetables,cream cheese ,domestic eggs,soda",5,1433,7,Huda,39,Gharbia,Cash
"meat spreads,specialty bar",2,254,7,Huda,39,Gharbia,Credit
bottled water,1,1998,7,Huda,39,Gharbia,Cash
"ham,root vegetables,other vegetables,dessert,brown bread,pasta,margarine,bottled water,fruit/vegetable juice,red/blush wine",10,791,7,Huda,39,Gharbia,Cash
"pork,other vegetables,rolls/buns,canned fish,chocolate",5,1174,7,Huda,39,Gharbia,Credit
"yogurt,frozen vegetables,napkins,newspapers,pot plants",5,883,7,Huda,39,Gharbia,Cash
"chicken,beef,root vegetables,whole milk,cream cheese ,pet care,newspapers",7,470,7,Huda,39,Gharbia,Credit
"berries,butter milk,yogurt,pet care,soda,napkins",6,327,7,Huda,39,Gharbia,Cash
soda,1,718,7,Huda,39,Gharbia,Cash
"pip fruit,root vegetables,other vegetables,dessert,domestic eggs,margarine,cereals,soda,candles",9,778,7,Huda,39,Gharbia,Credit
"sausage,meat,chicken,pip fruit,whole milk,dessert,whipped/sour cream,processed cheese,domestic eggs,rolls/buns,white bread,pickled vegetables,soda,fruit/vegetable juice,salty snack,long life bakery product,waffles,pot plants",18,922,7,Huda,39,Gharbia,Cash
"soda,specialty chocolate,newspapers",3,246,7,Huda,39,Gharbia,Cash
"bottled beer,chocolate,specialty bar",3,1102,7,Huda,39,Gharbia,Credit
"meat,root vegetables,whole milk,yogurt,whipped/sour cream,domestic eggs,seasonal products,shopping bags",8,2021,7,Huda,39,Gharbia,Cash
"frankfurter,sausage,ham,hard cheese,processed cheese",5,852,7,Huda,39,Gharbia,Credit
"tropical fruit,yogurt,whipped/sour cream",3,216,7,Huda,39,Gharbia,Credit
white wine,1,2318,7,Huda,39,Gharbia,Cash
"other vegetables,coffee,bottled water,salty snack",4,1875,7,Huda,39,Gharbia,Cash
"pork,root vegetables,other vegetables,dessert,condensed milk,hard cheese,specialty cheese,frozen vegetables,ice cream,pickled vegetables,canned fish,cat food,salty snack,nut snack,waffles,seasonal products",16,106,7,Huda,39,Gharbia,Credit
onions,1,757,7,Huda,39,Gharbia,Cash
shopping bags,1,2493,7,Huda,39,Gharbia,Credit
"meat,rolls/buns,soda",3,1617,7,Huda,39,Gharbia,Cash
"whole milk,fruit/vegetable juice",2,1186,7,Huda,39,Gharbia,Cash
yogurt,1,1345,7,Huda,39,Gharbia,Credit
"chicken,brown bread,bottled water,newspapers",4,583,7,Huda,39,Gharbia,Cash
"root vegetables,shopping bags",2,1621,7,Huda,39,Gharbia,Cash
"tropical fruit,nuts/prunes,whole milk,cream cheese ,domestic eggs,rolls/buns,white bread,flour,margarine,cat food,bottled water,bottled beer,softener,hygiene articles,napkins",15,1024,7,Huda,39,Gharbia,Credit
domestic eggs,1,1856,7,Huda,39,Gharbia,Credit
"butter,candy",2,807,7,Huda,39,Gharbia,Credit
"other vegetables,white bread,newspapers",3,1524,7,Huda,39,Gharbia,Cash
"butter,brown bread,bottled beer,white wine,shopping bags",5,2406,7,Huda,39,Gharbia,Credit
"pork,tropical fruit,onions,herbs,whole milk,butter,frozen vegetables,rolls/buns,jam,bottled water,liquor (appetizer)",11,1523,7,Huda,39,Gharbia,Cash
"ham,turkey,tropical fruit,whole milk,butter,frozen meals,pastry,roll products ,semi-finished bread,cat food,soda,waffles,cake bar,specialty chocolate,kitchen towels,shopping bags",16,664,7,Huda,39,Gharbia,Credit
bottled water,1,765,7,Huda,39,Gharbia,Cash
"beef,pip fruit,root vegetables,whole milk,yogurt,flour,dog food,canned beer",8,107,7,Huda,39,Gharbia,Credit
"sausage,yogurt,white wine,red/blush wine,shopping bags",5,1275,7,Huda,39,Gharbia,Credit
"oil,fruit/vegetable juice,dishes",3,1912,7,Huda,39,Gharbia,Cash
whole milk,1,1302,7,Huda,39,Gharbia,Cash
"frankfurter,soft cheese,rolls/buns",3,1204,7,Huda,39,Gharbia,Cash
newspapers,1,182,7,Huda,39,Gharbia,Cash
"pip fruit,rolls/buns,pet care,soda,waffles,chocolate marshmallow,napkins",7,1381,7,Huda,39,Gharbia,Credit
shopping bags,1,2119,7,Huda,39,Gharbia,Credit
"whole milk,butter,yogurt,rolls/buns",4,2419,7,Huda,39,Gharbia,Credit
"ice cream,newspapers",2,402,7,Huda,39,Gharbia,Cash
"chicken,hamburger meat,citrus fruit,whole milk,butter,yogurt,whipped/sour cream,curd cheese,pickled vegetables",9,968,7,Huda,39,Gharbia,Cash
yogurt,1,869,7,Huda,39,Gharbia,Cash
"tropical fruit,root vegetables,other vegetables,bottled water,soda,bottled beer,prosecco,chocolate,hygiene articles",9,1494,7,Huda,39,Gharbia,Credit
"ham,curd,dessert,beverages,UHT-milk,cream cheese ,brown bread,mustard,sweet spreads",9,1519,7,Huda,39,Gharbia,Cash
"sausage,root vegetables,whole milk,fruit/vegetable juice,popcorn,candy",6,299,7,Huda,39,Gharbia,Credit
"pork,citrus fruit,tropical fruit,whole milk,frozen vegetables,domestic eggs,honey,canned vegetables,red/blush wine,chocolate marshmallow,napkins",11,242,7,Huda,39,Gharbia,Credit
rolls/buns,1,161,7,Huda,39,Gharbia,Credit
"frankfurter,whole milk,rolls/buns,coffee,salty snack,kitchen towels",6,1293,7,Huda,39,Gharbia,Credit
"rolls/buns,soda,fruit/vegetable juice",3,2268,7,Huda,39,Gharbia,Credit
"meat,chicken,hamburger meat,citrus fruit,whole milk,butter,butter milk,yogurt,soft cheese,frozen vegetables,domestic eggs,rolls/buns,fruit/vegetable juice,seasonal products",14,1073,7,Huda,39,Gharbia,Cash
"citrus fruit,pip fruit,whole milk,sliced cheese,salty snack",5,1885,7,Huda,39,Gharbia,Cash
bottled beer,1,2325,7,Huda,39,Gharbia,Cash
"beef,citrus fruit,tropical fruit,whole milk,yogurt,margarine,specialty fat,mustard,canned vegetables,napkins",10,215,7,Huda,39,Gharbia,Cash
"beef,root vegetables,herbs,other vegetables,whole milk,butter,curd,whipped/sour cream,rolls/buns,pastry,margarine",11,1148,7,Huda,39,Gharbia,Cash
"citrus fruit,candy",2,967,7,Huda,39,Gharbia,Credit
turkey,1,2142,7,Huda,39,Gharbia,Credit
photo/film,1,756,7,Huda,39,Gharbia,Cash
beef,1,1079,7,Huda,39,Gharbia,Credit
"whole milk,waffles,napkins",3,1830,7,Huda,39,Gharbia,Credit
"soft cheese,soda,white wine",3,1623,7,Huda,39,Gharbia,Credit
tropical fruit,1,1190,7,Huda,39,Gharbia,Cash
"chicken,pork,frozen vegetables,soda,canned beer,liquor (appetizer),hygiene articles,newspapers",8,2259,7,Huda,39,Gharbia,Credit
salty snack,1,193,7,Huda,39,Gharbia,Credit
"frankfurter,tropical fruit,root vegetables,rolls/buns,mustard,canned fish,misc. beverages,bottled beer,shopping bags",9,549,7,Huda,39,Gharbia,Cash
"sausage,tropical fruit,whole milk,yogurt,whipped/sour cream,white bread,bottled water",7,253,7,Huda,39,Gharbia,Cash
"beverages,cream cheese ,rolls/buns,candy",4,721,7,Huda,39,Gharbia,Credit
fruit/vegetable juice,1,2128,7,Huda,39,Gharbia,Credit
"frankfurter,chicken,pork,beef,hamburger meat,tropical fruit,berries,whole milk,pastry,roll products ,oil,margarine,sugar,artif. sweetener,mustard,soups,cereals,jam,bottled water,bottled beer,candles,pot plants",22,546,7,Huda,39,Gharbia,Cash
"pet care,waffles",2,2261,7,Huda,39,Gharbia,Cash
sugar,1,1486,7,Huda,39,Gharbia,Credit
"finished products,chicken,citrus fruit,root vegetables,other vegetables,dessert,domestic eggs,spices,pickled vegetables,bottled water,soda,popcorn,chocolate marshmallow,detergent",14,2328,7,Huda,39,Gharbia,Cash
whole milk,1,2374,7,Huda,39,Gharbia,Cash
"sausage,pastry,waffles",3,813,7,Huda,39,Gharbia,Cash
"other vegetables,yogurt,whipped/sour cream,jam,fruit/vegetable juice,chocolate,dishes,newspapers",8,683,7,Huda,39,Gharbia,Credit
"ham,tropical fruit,whole milk,dessert,butter milk,yogurt,hard cheese,processed cheese,white bread,cat food,fruit/vegetable juice,napkins",12,1902,7,Huda,39,Gharbia,Credit
"frankfurter,soda,newspapers",3,231,7,Huda,39,Gharbia,Cash
"tropical fruit,pip fruit,root vegetables,other vegetables,whole milk,bottled water",6,202,7,Huda,39,Gharbia,Cash
"root vegetables,soda,liquor",3,1663,7,Huda,39,Gharbia,Credit
soda,1,1336,7,Huda,39,Gharbia,Credit
